 , , ,log2019-04-26_16-48-17,ep ,28,step ,49,r ,-1.440
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,28,step,1,state,"(1, 0)",1,"(1, 0)",--,0.224,0.224,0.215,0.222,-0.033,0.214,-0.234,0.179,0.219,--,24,24,11,36,44,98,45,60,26,--,Greedy,0
Episode,28,step,4,state,"(1, 0)",1,"(0, 0)",--,0.224,0.229,0.215,0.222,-0.033,0.214,-0.234,0.179,0.219,--,24,27,11,36,44,98,45,60,26,--,Greedy,0.1
Episode,28,step,8,state,"(0, 0)",5,"(1, 0)",--,0.070,0.103,0.076,0.101,0.096,0.193,-0.057,-0.263,0.097,--,22,20,6,15,25,10,12,42,41,--,Greedy,0.1
Episode,28,step,10,state,"(1, 0)",0,"(0, 4)",--,0.226,0.216,0.215,0.222,-0.033,0.214,-0.234,0.179,0.219,--,25,28,11,36,44,98,45,60,26,--,Greedy,-0.12
Episode,28,step,11,state,"(0, 4)",0,"(0, 20)",--,-0.005,-0.027,-0.005,-0.008,-0.006,0.001,-0.005,-0.031,-0.039,--,1,2,2,0,0,11,0,1,1,--,Epsilon = 0.32,-0.12
Episode,28,step,14,state,"(0, 20)",6,"(2, 20)",--,-0.222,0.034,-0.212,0.054,-0.036,0.028,0.181,0.146,-0.043,--,21,11,11,6,5,11,4,2,28,--,Greedy,0.1
Episode,28,step,15,state,"(2, 20)",0,"(1, 20)",--,0.431,0.082,0.242,0.250,-0.084,-0.009,0.162,-0.209,0.210,--,34,3,2,18,2,0,4,2,4,--,Greedy,0.1
Episode,28,step,17,state,"(1, 20)",5,"(2, 20)",--,0.235,0.140,0.161,0.215,0.019,0.246,0.175,0.245,0.216,--,7,2,3,4,8,15,1,33,3,--,Greedy,0.1
Episode,28,step,18,state,"(2, 20)",0,"(1, 20)",--,0.352,0.082,0.242,0.250,-0.084,-0.009,0.162,-0.209,0.210,--,35,3,2,18,2,0,4,2,4,--,Greedy,0.1
Episode,28,step,22,state,"(1, 20)",5,"(2, 20)",--,0.235,0.140,0.161,0.215,0.175,0.265,0.175,0.245,0.216,--,7,2,3,4,10,17,1,33,3,--,Greedy,0.1
Episode,28,step,23,state,"(2, 20)",0,"(1, 20)",--,0.312,0.082,0.242,0.250,-0.084,-0.009,0.162,-0.209,0.210,--,36,3,2,18,2,0,4,2,4,--,Greedy,0.1
Episode,28,step,24,state,"(1, 20)",3,"(0, 20)",--,0.235,0.140,0.161,0.215,0.175,0.272,0.175,0.245,0.216,--,7,2,3,4,10,18,1,33,3,--,Epsilon = 0.32,0.1
Episode,28,step,26,state,"(0, 20)",5,"(2, 20)",--,-0.222,0.034,-0.212,0.054,-0.036,0.028,0.250,0.146,-0.043,--,21,11,11,6,5,11,6,2,28,--,Epsilon = 0.32,0.1
Episode,28,step,27,state,"(2, 20)",0,"(1, 20)",--,0.289,0.082,0.242,0.250,-0.084,-0.009,0.162,-0.209,0.210,--,37,3,2,18,2,0,4,2,4,--,Greedy,0.1
Episode,28,step,28,state,"(1, 20)",5,"(0, 20)",--,0.235,0.140,0.161,0.228,0.175,0.272,0.175,0.245,0.216,--,7,2,3,5,10,18,1,33,3,--,Greedy,0.1
Episode,28,step,29,state,"(0, 20)",6,"(1, 24)",--,-0.222,0.034,-0.212,0.054,-0.036,0.129,0.250,0.146,-0.043,--,21,11,11,6,5,12,6,2,28,--,Greedy,-0.8
Episode,28,step,30,state,"(1, 24)",3,"(2, 24)",--,-0.006,-0.006,-0.009,-0.008,-0.004,0.062,-0.005,-0.004,-0.004,--,0,0,0,0,0,2,0,0,0,--,Epsilon = 0.32,-0.2
Episode,28,step,31,state,"(2, 24)",7,"(2, 40)",--,0.629,-0.010,-0.005,-0.006,0.225,-0.004,-0.005,0.008,-0.002,--,2,0,0,0,2,0,0,1,0,--,Epsilon = 0.32,-0.4
Episode,28,step,33,state,"(2, 40)",5,"(2, 24)",--,-0.424,-0.089,-0.332,-0.088,-0.036,0.043,-0.089,-0.083,-0.088,--,1,1,2,1,2,2,1,4,1,--,Greedy,0.15
Episode,28,step,34,state,"(2, 24)",0,"(1, 24)",--,0.629,-0.010,-0.005,-0.006,0.225,-0.004,-0.005,-0.126,-0.002,--,2,0,0,0,2,0,0,2,0,--,Greedy,-0.2
Episode,28,step,35,state,"(1, 24)",3,"(0, 24)",--,-0.006,-0.006,-0.009,0.065,-0.004,0.062,-0.005,-0.004,-0.004,--,0,0,0,1,0,2,0,0,0,--,Greedy,-0.2
Episode,28,step,36,state,"(0, 24)",1,"(0, 40)",--,-0.171,-0.006,-0.173,-0.192,-0.008,-0.193,-0.007,-0.008,-0.171,--,1,0,1,1,0,1,0,0,1,--,Greedy,-0.4
Episode,28,step,38,state,"(0, 40)",8,"(0, 41)",--,-0.154,-0.111,-0.092,-0.138,-0.423,-0.189,-0.172,-0.090,-0.088,--,2,1,1,2,1,2,2,1,1,--,Greedy,-0.2
Episode,28,step,42,state,"(0, 41)",3,"(0, 34)",--,-0.544,-0.201,-0.264,-0.438,-0.328,-0.300,-0.499,-0.291,-0.261,--,4,7,5,4,3,4,3,3,8,--,Epsilon = 0.32,-0.2
Episode,28,step,43,state,"(0, 34)",0,"(0, 2)",--,0.058,-0.009,-0.004,-0.006,-0.001,-0.007,-0.000,-0.010,-0.007,--,1,0,0,0,0,0,0,0,0,--,Greedy,0.15
Episode,28,step,46,state,"(0, 2)",4,"(0, 0)",--,-0.082,-0.116,-0.091,-0.089,-0.017,-0.087,-0.150,-0.085,-0.062,--,1,2,1,1,8,1,2,1,4,--,Greedy,0.8
Episode,28,step,49,state,"(0, 0)",5,"(1, 0)",--,0.134,0.103,0.076,0.101,0.096,0.208,-0.057,-0.263,0.149,--,23,20,6,15,25,11,12,42,42,--,Greedy,-1
end
