 , , ,log2019-04-26_17-08-32,ep ,153,step ,67,r ,0.810
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,153,step,1,state,"(1, 0)",6,"(1, 0)",--,0.231,0.230,0.228,-0.034,-0.031,0.232,0.226,0.140,0.027,--,210,260,259,368,456,386,299,358,370,--,Epsilon = 0.32,0
Episode,153,step,4,state,"(1, 0)",0,"(0, 0)",--,0.231,0.232,0.228,-0.034,-0.031,0.232,0.230,0.140,0.027,--,210,261,259,368,456,386,301,358,370,--,Epsilon = 0.32,0.1
Episode,153,step,6,state,"(0, 0)",5,"(1, 0)",--,-0.060,0.119,0.191,-0.075,0.081,0.237,0.068,0.145,-0.224,--,130,153,158,257,281,254,251,314,347,--,Greedy,0.1
Episode,153,step,7,state,"(1, 0)",0,"(0, 0)",--,0.234,0.232,0.228,-0.034,-0.031,0.232,0.230,0.140,0.027,--,211,261,259,368,456,386,301,358,370,--,Greedy,0.1
Episode,153,step,9,state,"(0, 0)",6,"(2, 0)",--,-0.060,0.119,0.191,-0.075,0.081,0.237,0.068,0.145,-0.224,--,130,153,158,257,281,256,251,314,347,--,Epsilon = 0.32,0.1
Episode,153,step,11,state,"(2, 0)",3,"(1, 0)",--,0.227,0.225,0.226,0.238,0.131,0.126,0.213,0.229,0.226,--,332,263,392,431,337,308,209,169,194,--,Greedy,0.1
Episode,153,step,14,state,"(1, 0)",0,"(0, 0)",--,0.236,0.232,0.228,-0.034,-0.031,0.232,0.230,0.180,0.027,--,213,261,259,368,456,386,301,359,370,--,Greedy,0.1
Episode,153,step,17,state,"(0, 0)",5,"(1, 4)",--,-0.060,0.119,0.191,-0.075,0.147,0.237,0.140,0.145,-0.224,--,130,153,158,257,282,257,252,314,347,--,Greedy,-0.12
Episode,153,step,18,state,"(1, 4)",6,"(2, 4)",--,0.142,0.200,0.185,0.052,0.197,0.197,0.257,0.130,-0.003,--,7,3,12,1,4,4,70,5,0,--,Greedy,0.1
Episode,153,step,19,state,"(2, 4)",0,"(2, 0)",--,0.406,0.456,0.433,0.339,0.398,0.435,0.414,0.530,0.405,--,14,28,11,14,6,28,39,55,3,--,Epsilon = 0.32,0.4
Episode,153,step,20,state,"(2, 0)",3,"(1, 0)",--,0.227,0.225,0.226,0.237,0.131,0.126,0.213,0.229,0.226,--,332,263,392,432,337,308,209,169,194,--,Greedy,0.1
Episode,153,step,21,state,"(1, 0)",0,"(0, 0)",--,0.236,0.232,0.228,-0.034,-0.031,0.232,0.230,0.180,0.027,--,214,261,259,368,456,386,301,359,370,--,Greedy,0.1
