 , , ,log2019-04-26_16-59-55,ep ,99,step ,28,r ,-2.120
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,99,step,1,state,"(1, 0)",4,"(1, 0)",--,0.159,0.236,0.237,0.235,0.231,0.223,0.237,0.238,0.128,--,135,186,163,164,277,308,225,231,154,--,Epsilon = 0.32,0
Episode,99,step,5,state,"(1, 0)",7,"(2, 0)",--,0.192,0.236,0.237,0.235,0.231,0.223,0.237,0.238,0.128,--,136,186,163,164,278,308,225,233,154,--,Greedy,0.1
Episode,99,step,13,state,"(2, 0)",7,"(2, 1)",--,0.159,0.069,0.162,0.229,0.214,0.213,0.226,0.237,0.121,--,241,115,252,274,184,225,120,133,97,--,Greedy,-0.12
Episode,99,step,16,state,"(2, 1)",1,"(0, 1)",--,0.033,0.192,-0.465,0.040,-0.267,-0.459,-0.293,-0.277,-0.195,--,41,27,31,41,17,35,17,25,37,--,Greedy,0.1
Episode,99,step,18,state,"(0, 1)",6,"(1, 1)",--,-0.127,-0.115,-0.107,-0.141,-0.172,0.146,0.247,0.244,-0.023,--,16,28,74,28,31,27,12,10,23,--,Greedy,0.1
Episode,99,step,19,state,"(1, 1)",4,"(2, 2)",--,-0.019,0.121,0.221,0.207,0.217,0.232,-0.299,-0.075,0.241,--,15,64,14,12,5,5,8,4,11,--,Epsilon = 0.32,-0.8
Episode,99,step,22,state,"(2, 2)",7,"(2, 22)",--,-0.391,-0.447,-0.375,-0.552,-0.343,-0.545,-0.309,0.059,-0.303,--,8,3,4,11,4,27,11,15,8,--,Greedy,-0.2
Episode,99,step,24,state,"(2, 22)",4,"(2, 36)",--,-0.171,-0.174,-0.295,-0.185,-0.154,-0.236,-0.182,-0.391,-0.259,--,4,1,4,7,8,4,2,3,3,--,Greedy,-0.2
Episode,99,step,25,state,"(2, 36)",6,"(2, 40)",--,-0.269,-0.087,-0.086,-0.009,-0.370,-0.170,-0.008,-0.089,-0.367,--,2,1,1,0,1,1,0,1,1,--,Greedy,-0.4
Episode,99,step,27,state,"(2, 40)",0,"(1, 40)",--,-0.357,-0.156,-0.332,-0.104,-0.170,-0.092,-0.089,-0.083,-0.084,--,5,2,2,7,4,14,1,4,2,--,Epsilon = 0.32,-0.2
Episode,99,step,28,state,"(1, 40)",6,"(1, 0)",--,-0.235,-0.247,-0.177,-0.157,-0.510,-0.158,-0.132,-0.142,-0.137,--,4,2,2,2,3,5,3,2,3,--,Epsilon = 0.32,-1
end
