 , , ,log2019-04-25_09-36-25,ep ,101,step ,24,r ,-1.470
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,101,step,1,state,"(1, 0)",7,"(2, 0)",--,0.222,0.223,0.226,0.225,0.223,0.171,0.217,0.231,0.219,--,245,153,216,148,262,266,303,294,217,--,Greedy,0
Episode,101,step,10,state,"(2, 0)",7,"(2, 1)",--,0.167,0.181,0.042,0.103,0.200,0.177,0.138,0.227,0.199,--,235,304,221,323,253,221,158,143,116,--,Greedy,-0.12
Episode,101,step,13,state,"(2, 1)",7,"(2, 2)",--,-0.106,-0.393,-0.195,-0.075,-0.216,-0.274,-0.226,0.059,-0.241,--,13,42,28,87,19,38,37,18,19,--,Greedy,-0.8
Episode,101,step,14,state,"(2, 2)",2,"(2, 22)",--,-0.387,-0.243,0.016,-0.228,-0.141,-0.235,-0.159,-0.151,-0.136,--,3,4,24,4,17,4,19,19,9,--,Greedy,-0.2
Episode,101,step,16,state,"(2, 22)",5,"(1, 22)",--,-0.292,-0.374,-0.472,-0.172,-0.157,-0.360,-0.174,-0.115,-0.151,--,4,3,2,1,2,5,1,3,5,--,Epsilon = 0.32,-0.2
Episode,101,step,17,state,"(1, 22)",8,"(2, 22)",--,-0.089,-0.134,-0.085,-0.088,-0.091,-0.084,-0.169,-0.090,0.010,--,1,2,1,1,2,4,1,1,1,--,Greedy,-0.2
Episode,101,step,19,state,"(2, 22)",0,"(2, 40)",--,-0.292,-0.374,-0.472,-0.172,-0.157,-0.291,-0.174,-0.115,-0.199,--,4,3,2,1,2,6,1,3,6,--,Epsilon = 0.32,-0.4
Episode,101,step,21,state,"(2, 40)",5,"(2, 8)",--,-0.287,-0.268,-0.285,-0.289,-0.262,0.312,-0.286,0.118,-0.290,--,5,6,7,8,13,11,9,10,11,--,Greedy,0.15
Episode,101,step,22,state,"(2, 8)",6,"(2, 0)",--,-0.010,-0.002,-0.004,-0.008,-0.005,-0.002,-0.008,-0.001,-0.001,--,0,0,0,0,0,0,0,0,0,--,Epsilon = 0.32,0.8
Episode,101,step,24,state,"(2, 0)",4,"(2, 0)",--,0.167,0.181,0.042,0.103,0.207,0.177,0.138,0.075,0.199,--,235,304,221,323,254,221,158,144,116,--,Greedy,-1
end
