 , , ,log2019-04-25_09-20-49,ep ,16,step ,86,r ,7.340
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,16,step,1,state,"(0, 0)",5,"(0, 0)",--,0.182,0.176,0.189,0.076,0.193,0.238,0.134,0.124,0.012,--,7,3,19,2,10,82,6,6,5,--,Greedy,0
Episode,16,step,3,state,"(0, 0)",7,"(1, 0)",--,0.182,0.176,0.189,0.076,0.193,0.238,0.134,0.124,0.012,--,7,3,19,2,10,84,6,6,5,--,Epsilon = 0.32,0.1
Episode,16,step,4,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.229,0.109,0.197,0.237,0.228,0.123,--,47,7,5,11,62,9,50,27,17,--,Greedy,0.1
Episode,16,step,5,state,"(2, 0)",1,"(1, 0)",--,0.081,0.225,0.117,0.138,0.187,0.196,0.210,0.076,0.130,--,39,6,22,47,6,10,23,19,13,--,Greedy,0.1
Episode,16,step,7,state,"(1, 0)",8,"(2, 0)",--,0.224,0.184,0.217,0.229,0.109,0.197,0.235,0.228,0.123,--,47,7,5,11,62,9,52,27,17,--,Epsilon = 0.32,0.1
Episode,16,step,9,state,"(2, 0)",1,"(1, 0)",--,0.081,0.231,0.117,0.138,0.187,0.196,0.210,0.076,0.130,--,39,8,22,47,6,10,23,19,13,--,Greedy,0.1
Episode,16,step,10,state,"(1, 0)",4,"(0, 0)",--,0.224,0.184,0.217,0.229,0.109,0.197,0.235,0.228,0.169,--,47,7,5,11,62,9,52,27,18,--,Epsilon = 0.32,0.1
Episode,16,step,11,state,"(0, 0)",5,"(1, 0)",--,0.182,0.176,0.189,0.076,0.193,0.238,0.134,0.172,0.012,--,7,3,19,2,10,84,6,7,5,--,Greedy,0.1
Episode,16,step,12,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.229,0.163,0.197,0.235,0.228,0.169,--,47,7,5,11,63,9,52,27,18,--,Greedy,0.1
Episode,16,step,14,state,"(2, 0)",4,"(1, 0)",--,0.081,0.234,0.117,0.138,0.187,0.196,0.210,0.076,0.130,--,39,10,22,47,6,10,23,19,13,--,Epsilon = 0.32,0.1
Episode,16,step,16,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.229,0.163,0.214,0.235,0.228,0.169,--,47,7,5,11,63,10,53,27,18,--,Greedy,0.1
Episode,16,step,18,state,"(2, 0)",1,"(0, 0)",--,0.081,0.235,0.117,0.138,0.207,0.196,0.210,0.076,0.130,--,39,11,22,47,7,10,23,19,13,--,Greedy,0.1
Episode,16,step,20,state,"(0, 0)",5,"(1, 0)",--,0.182,0.176,0.189,0.076,0.193,0.237,0.134,0.172,0.012,--,7,3,19,2,10,86,6,7,5,--,Greedy,0.1
Episode,16,step,21,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.229,0.163,0.214,0.235,0.228,0.169,--,47,7,5,11,63,10,54,27,18,--,Greedy,0.1
Episode,16,step,23,state,"(2, 0)",1,"(0, 0)",--,0.081,0.236,0.117,0.138,0.207,0.196,0.210,0.076,0.130,--,39,13,22,47,7,10,23,19,13,--,Greedy,0.1
Episode,16,step,27,state,"(0, 0)",5,"(1, 0)",--,0.205,0.176,0.189,0.076,0.193,0.237,0.134,0.172,0.012,--,8,3,19,2,10,89,6,7,5,--,Greedy,0.1
Episode,16,step,28,state,"(1, 0)",5,"(2, 0)",--,0.224,0.184,0.217,0.229,0.163,0.214,0.236,0.228,0.169,--,47,7,5,11,63,10,55,27,18,--,Epsilon = 0.32,0.1
Episode,16,step,31,state,"(2, 0)",1,"(1, 0)",--,0.081,0.237,0.117,0.138,0.207,0.196,0.222,0.076,0.130,--,39,15,22,47,7,10,24,19,13,--,Greedy,0.1
Episode,16,step,35,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.232,0.163,0.224,0.236,0.232,0.198,--,47,7,5,12,63,11,55,28,19,--,Greedy,0.1
Episode,16,step,38,state,"(2, 0)",1,"(1, 0)",--,0.081,0.237,0.117,0.138,0.207,0.196,0.228,0.076,0.130,--,39,17,22,47,7,10,25,19,13,--,Greedy,0.1
Episode,16,step,40,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.232,0.163,0.224,0.237,0.232,0.198,--,47,7,5,12,63,11,57,28,19,--,Greedy,0.1
Episode,16,step,42,state,"(2, 0)",1,"(1, 0)",--,0.081,0.237,0.117,0.138,0.207,0.196,0.228,0.076,0.130,--,39,19,22,47,7,10,25,19,13,--,Greedy,0.1
Episode,16,step,44,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.232,0.163,0.224,0.237,0.232,0.198,--,47,7,5,12,63,11,59,28,19,--,Greedy,0.1
Episode,16,step,46,state,"(2, 0)",1,"(0, 0)",--,0.081,0.238,0.117,0.138,0.207,0.196,0.228,0.076,0.130,--,39,21,22,47,7,10,25,19,13,--,Greedy,0.1
Episode,16,step,48,state,"(0, 0)",5,"(1, 0)",--,0.205,0.176,0.189,0.076,0.193,0.237,0.134,0.172,0.012,--,8,3,19,2,10,91,6,7,5,--,Greedy,0.1
Episode,16,step,49,state,"(1, 0)",5,"(2, 0)",--,0.224,0.184,0.217,0.232,0.163,0.224,0.237,0.232,0.198,--,47,7,5,12,63,11,60,28,19,--,Epsilon = 0.32,0.1
Episode,16,step,52,state,"(2, 0)",1,"(1, 0)",--,0.081,0.238,0.117,0.138,0.207,0.196,0.228,0.144,0.130,--,39,23,22,47,7,10,25,20,13,--,Greedy,0.1
Episode,16,step,54,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.232,0.163,0.230,0.238,0.232,0.198,--,47,7,5,12,63,12,61,28,19,--,Greedy,0.1
Episode,16,step,55,state,"(2, 0)",1,"(2, 1)",--,0.081,0.238,0.117,0.138,0.207,0.196,0.228,0.144,0.130,--,39,24,22,47,7,10,25,20,13,--,Greedy,-0.12
Episode,16,step,56,state,"(2, 1)",3,"(0, 1)",--,-0.006,-0.002,-0.265,0.171,-0.002,0.074,-0.253,-0.004,-0.259,--,0,0,2,16,0,1,10,0,4,--,Greedy,0.1
Episode,16,step,58,state,"(0, 1)",0,"(0, 0)",--,0.372,-0.251,0.224,-0.010,-0.009,0.121,-0.006,0.219,-0.008,--,14,1,1,0,0,1,0,2,0,--,Greedy,0.4
Episode,16,step,61,state,"(0, 0)",5,"(1, 0)",--,0.205,0.176,0.189,0.076,0.193,0.238,0.134,0.172,0.107,--,8,3,19,2,10,93,6,7,6,--,Greedy,0.1
Episode,16,step,62,state,"(1, 0)",6,"(2, 0)",--,0.224,0.184,0.217,0.232,0.163,0.230,0.238,0.232,0.198,--,47,7,5,12,63,12,62,28,19,--,Epsilon = 0.32,0.1
Episode,16,step,68,state,"(2, 0)",0,"(2, 1)",--,0.081,0.129,0.166,0.138,0.207,0.196,0.234,0.144,0.130,--,39,25,23,47,7,10,29,20,13,--,Epsilon = 0.32,-0.12
Episode,16,step,69,state,"(2, 1)",3,"(1, 1)",--,-0.006,-0.002,-0.265,0.239,-0.002,0.074,-0.253,-0.004,-0.259,--,0,0,2,17,0,1,10,0,4,--,Greedy,0.1
Episode,16,step,70,state,"(1, 1)",1,"(0, 1)",--,-0.008,0.068,0.128,0.289,-0.004,-0.009,-0.063,0.006,0.061,--,0,1,1,9,0,0,5,3,1,--,Epsilon = 0.32,0.1
Episode,16,step,72,state,"(0, 1)",3,"(0, 0)",--,0.406,-0.251,0.224,-0.010,-0.009,0.121,-0.006,0.219,-0.008,--,16,1,1,0,0,1,0,2,0,--,Epsilon = 0.32,0.4
Episode,16,step,75,state,"(0, 0)",5,"(2, 0)",--,0.205,0.176,0.189,0.076,0.193,0.238,0.134,0.172,0.107,--,8,3,19,2,10,96,6,7,6,--,Greedy,0.1
Episode,16,step,79,state,"(2, 0)",6,"(2, 1)",--,0.055,0.129,0.166,0.138,0.207,0.196,0.236,0.144,0.130,--,40,25,23,47,7,10,32,20,13,--,Greedy,-0.12
Episode,16,step,81,state,"(2, 1)",3,"(1, 1)",--,-0.006,-0.002,-0.265,0.249,-0.002,0.074,-0.253,-0.004,-0.259,--,0,0,2,19,0,1,10,0,4,--,Greedy,0.1
Episode,16,step,82,state,"(1, 1)",3,"(0, 1)",--,-0.008,0.189,0.128,0.289,-0.004,-0.009,-0.063,0.006,0.061,--,0,2,1,9,0,0,5,3,1,--,Greedy,0.1
Episode,16,step,85,state,"(0, 1)",8,"(1, 1)",--,0.376,-0.251,0.224,0.220,-0.009,0.121,-0.006,0.219,0.129,--,17,1,1,1,0,1,0,2,1,--,Epsilon = 0.32,0.1
Episode,16,step,86,state,"(1, 1)",3,"(2, 1)",--,-0.008,0.189,0.128,0.308,-0.004,-0.009,-0.063,0.006,0.061,--,0,2,1,10,0,0,5,3,1,--,Greedy,-1
end
