 , , ,log2019-04-25_09-52-05,ep ,206,step ,41,r ,-0.320
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,206,step,1,state,"(1, 0)",7,"(1, 0)",--,0.219,0.227,0.231,0.206,0.195,0.231,0.227,0.238,0.233,--,395,257,452,357,650,512,498,553,461,--,Greedy,0
Episode,206,step,5,state,"(1, 0)",7,"(2, 0)",--,0.219,0.227,0.231,0.219,0.195,0.231,0.227,0.238,0.233,--,395,257,452,358,650,512,498,556,461,--,Greedy,0.1
Episode,206,step,7,state,"(2, 0)",2,"(1, 0)",--,-0.285,0.145,0.219,0.091,0.209,-0.284,0.001,0.210,0.207,--,419,655,508,510,401,354,289,306,219,--,Greedy,0.1
Episode,206,step,10,state,"(1, 0)",8,"(2, 0)",--,0.219,0.227,0.231,0.226,0.195,0.231,0.227,0.232,0.234,--,395,257,452,359,650,512,498,557,462,--,Greedy,0.1
Episode,206,step,11,state,"(2, 0)",1,"(1, 0)",--,-0.285,0.145,0.226,0.091,0.209,-0.284,0.001,0.210,0.207,--,419,655,509,510,401,354,289,306,219,--,Epsilon = 0.32,0.1
Episode,206,step,12,state,"(1, 0)",8,"(2, 0)",--,0.219,0.227,0.231,0.226,0.195,0.231,0.227,0.232,0.232,--,395,257,452,359,650,512,498,557,463,--,Greedy,0.1
Episode,206,step,15,state,"(2, 0)",0,"(1, 0)",--,-0.285,0.183,0.228,0.091,0.209,-0.284,0.001,0.210,0.217,--,419,656,510,510,401,354,289,306,220,--,Epsilon = 0.32,0.1
Episode,206,step,18,state,"(1, 0)",3,"(2, 0)",--,0.219,0.227,0.231,0.226,0.212,0.231,0.227,0.233,0.232,--,395,257,452,359,651,512,498,558,464,--,Epsilon = 0.32,0.1
Episode,206,step,19,state,"(2, 0)",3,"(1, 0)",--,-0.067,0.183,0.228,0.091,0.209,-0.284,0.001,0.210,0.217,--,420,656,510,510,401,354,289,306,220,--,Epsilon = 0.32,0.1
Episode,206,step,21,state,"(1, 0)",7,"(2, 0)",--,0.219,0.227,0.231,0.229,0.212,0.231,0.227,0.234,0.232,--,395,257,452,360,651,512,498,559,464,--,Greedy,0.1
Episode,206,step,23,state,"(2, 0)",2,"(1, 1)",--,-0.067,0.183,0.230,0.151,0.209,-0.284,0.001,0.210,0.217,--,420,656,511,511,401,354,289,306,220,--,Greedy,-0.12
Episode,206,step,24,state,"(1, 1)",5,"(0, 1)",--,-0.230,-0.221,0.151,0.101,-0.259,0.172,0.057,0.038,-0.144,--,84,78,54,21,20,45,17,30,27,--,Greedy,0.1
Episode,206,step,25,state,"(0, 1)",3,"(1, 1)",--,-0.203,0.271,0.287,0.329,0.011,0.218,0.269,0.278,0.245,--,81,50,66,62,83,37,41,23,55,--,Greedy,0.1
Episode,206,step,27,state,"(1, 1)",5,"(2, 1)",--,-0.230,-0.221,0.151,0.101,-0.259,0.225,0.057,0.038,-0.144,--,84,78,54,21,20,47,17,30,27,--,Greedy,0.1
Episode,206,step,29,state,"(2, 1)",4,"(1, 1)",--,-0.095,-0.303,-0.541,-0.087,0.095,-0.077,0.040,-0.221,-0.536,--,43,83,46,138,72,69,61,57,43,--,Greedy,0.1
Episode,206,step,31,state,"(1, 1)",5,"(2, 1)",--,-0.230,-0.221,0.151,0.101,-0.259,0.197,0.057,0.038,-0.144,--,84,78,54,21,20,49,17,30,27,--,Greedy,0.1
Episode,206,step,33,state,"(2, 1)",4,"(1, 2)",--,-0.095,-0.303,-0.541,-0.087,0.160,-0.077,0.040,-0.221,-0.536,--,43,83,46,138,74,69,61,57,43,--,Greedy,-0.8
Episode,206,step,34,state,"(1, 2)",8,"(2, 2)",--,-0.316,-0.611,-0.480,-0.533,-0.296,-0.610,-0.529,-0.299,-0.224,--,9,42,7,7,17,10,11,4,21,--,Greedy,-0.2
Episode,206,step,36,state,"(2, 2)",2,"(0, 2)",--,-0.225,-0.147,-0.259,-0.411,-0.287,-0.284,-0.287,0.386,-0.217,--,6,16,37,19,29,21,25,40,52,--,Epsilon = 0.32,-0.2
Episode,206,step,41,state,"(0, 2)",8,"(2, 2)",--,-0.370,-0.302,-0.446,-0.353,-0.379,-0.426,-0.459,-0.319,-0.296,--,30,25,20,29,31,20,22,13,23,--,Greedy,-1
end
