 , , ,log2019-04-26_17-06-53,ep ,140,step ,27,r ,-1.320
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,140,step,1,state,"(1, 0)",8,"(1, 0)",--,0.214,0.125,0.157,0.214,0.147,0.118,0.220,0.144,0.226,--,184,252,252,358,418,380,298,336,288,--,Greedy,0
Episode,140,step,4,state,"(1, 0)",8,"(2, 0)",--,0.214,0.170,0.157,0.214,0.147,0.118,0.220,0.144,0.228,--,184,253,252,358,418,380,298,336,290,--,Greedy,0.1
Episode,140,step,10,state,"(2, 0)",7,"(2, 1)",--,0.202,0.205,0.188,0.201,-0.237,0.170,0.090,0.117,0.226,--,299,222,389,384,329,295,199,162,171,--,Epsilon = 0.32,-0.12
Episode,140,step,13,state,"(2, 1)",3,"(1, 1)",--,-0.209,-0.296,-0.108,-0.477,0.191,-0.046,-0.180,-0.006,-0.638,--,62,42,43,44,45,37,35,29,40,--,Epsilon = 0.32,0.1
Episode,140,step,14,state,"(1, 1)",8,"(1, 2)",--,0.184,-0.174,-0.207,-0.187,0.131,0.224,-0.025,-0.173,0.232,--,17,76,52,32,8,9,11,7,20,--,Greedy,-0.8
Episode,140,step,16,state,"(1, 2)",0,"(0, 2)",--,-0.137,-0.195,-0.239,-0.217,-0.479,-0.169,-0.422,-0.198,-0.272,--,9,18,6,10,10,7,4,15,7,--,Greedy,-0.2
Episode,140,step,19,state,"(0, 2)",8,"(1, 2)",--,-0.024,0.048,-0.500,-0.168,0.273,-0.259,-0.344,-0.320,-0.156,--,11,27,9,5,45,8,19,4,9,--,Epsilon = 0.32,-0.2
Episode,140,step,20,state,"(1, 2)",7,"(2, 2)",--,-0.058,-0.195,-0.239,-0.217,-0.479,-0.169,-0.422,-0.198,-0.272,--,10,18,6,10,10,7,4,15,7,--,Epsilon = 0.32,-0.2
Episode,140,step,22,state,"(2, 2)",1,"(1, 18)",--,-0.321,0.052,-0.030,-0.552,-0.301,-0.241,-0.260,-0.171,-0.333,--,9,9,12,11,5,29,15,42,9,--,Greedy,-0.2
Episode,140,step,23,state,"(1, 18)",1,"(0, 18)",--,-0.089,-0.084,-0.086,-0.090,-0.093,-0.088,-0.089,-0.087,-0.107,--,1,1,1,1,1,1,1,1,1,--,Greedy,-0.2
Episode,140,step,24,state,"(0, 18)",4,"(0, 16)",--,-0.086,-0.009,-0.006,-0.148,-0.006,-0.086,-0.086,-0.135,-0.007,--,1,0,0,2,0,1,1,1,0,--,Greedy,0.8
Episode,140,step,25,state,"(0, 16)",5,"(0, 0)",--,-0.007,-0.002,0.173,-0.007,-0.009,-0.005,-0.009,-0.008,-0.010,--,0,0,2,0,0,0,0,0,0,--,Epsilon = 0.32,0.4
Episode,140,step,27,state,"(0, 0)",3,"(2, 0)",--,0.206,0.193,0.206,0.111,0.231,0.105,0.199,-0.036,0.027,--,125,144,151,255,246,240,231,312,322,--,Epsilon = 0.32,-1
end
