 , , ,log2019-04-25_09-18-37,ep ,3,step ,27,r ,-1.120
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,3,step,1,state,"(1, 4)",4,"(1, 4)",--,-0.007,-0.009,-0.004,-0.003,0.082,-0.008,0.037,-0.006,-0.008,--,0,0,0,0,2,0,1,0,0,--,Epsilon = 0.32,0
Episode,3,step,5,state,"(1, 4)",7,"(2, 4)",--,-0.007,-0.009,-0.004,-0.003,0.109,-0.008,0.037,-0.006,0.102,--,0,0,0,0,4,0,1,0,2,--,Epsilon = 0.32,0.1
Episode,3,step,6,state,"(2, 4)",1,"(1, 4)",--,-0.001,0.092,-0.002,-0.002,-0.010,-0.009,-0.003,-0.002,-0.002,--,0,3,0,0,0,0,0,0,0,--,Epsilon = 0.32,0.1
Episode,3,step,11,state,"(1, 4)",4,"(1, 20)",--,-0.007,-0.009,-0.004,-0.003,0.179,-0.008,0.037,0.061,0.102,--,0,0,0,0,8,0,1,1,2,--,Greedy,-0.12
Episode,3,step,13,state,"(1, 20)",8,"(2, 20)",--,-0.003,-0.004,-0.001,-0.001,0.038,-0.002,-0.009,-0.007,-0.001,--,0,0,0,0,1,0,0,0,0,--,Epsilon = 0.32,0.1
Episode,3,step,15,state,"(2, 20)",0,"(0, 20)",--,0.040,-0.004,-0.004,-0.009,-0.005,-0.009,-0.002,-0.001,-0.009,--,1,0,0,0,0,0,0,0,0,--,Greedy,0.1
Episode,3,step,20,state,"(0, 20)",0,"(0, 21)",--,0.195,-0.004,0.113,0.115,0.040,0.057,-0.007,-0.009,-0.005,--,12,0,2,2,1,1,0,0,0,--,Greedy,0.1
Episode,3,step,21,state,"(0, 21)",6,"(0, 41)",--,-0.336,-0.004,-0.337,-0.009,-0.007,-0.002,-0.010,-0.002,-0.003,--,1,0,1,0,0,0,0,0,0,--,Epsilon = 0.32,-0.8
Episode,3,step,23,state,"(0, 41)",7,"(1, 41)",--,-0.008,-0.423,-0.329,-0.086,-0.084,-0.008,-0.007,-0.089,-0.085,--,0,1,2,1,1,0,0,1,1,--,Epsilon = 0.32,-0.2
Episode,3,step,25,state,"(1, 41)",3,"(0, 41)",--,-0.004,-0.084,-0.005,-0.001,-0.005,-0.003,-0.009,-0.004,-0.004,--,0,1,0,0,0,0,0,0,0,--,Epsilon = 0.32,-0.2
Episode,3,step,27,state,"(0, 41)",5,"(2, 42)",--,-0.008,-0.423,-0.329,-0.086,-0.084,-0.008,-0.090,-0.136,-0.085,--,0,1,2,1,1,0,1,2,1,--,Greedy,-1
end
