 , , ,log2019-04-26_16-56-39,ep ,75,step ,28,r ,-1.420
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,75,step,1,state,"(1, 0)",6,"(1, 0)",--,-0.036,0.205,0.228,0.225,-0.227,0.169,0.235,0.225,0.161,--,112,155,101,125,266,225,131,158,118,--,Greedy,0
Episode,75,step,5,state,"(1, 0)",6,"(2, 0)",--,0.079,0.205,0.228,0.225,-0.227,0.169,0.236,0.225,0.193,--,113,155,101,125,266,225,133,158,119,--,Greedy,0.1
Episode,75,step,14,state,"(2, 0)",7,"(2, 1)",--,0.195,-0.039,0.213,0.231,0.090,0.196,0.144,0.238,0.173,--,139,99,200,221,123,141,91,108,69,--,Greedy,-0.12
Episode,75,step,18,state,"(2, 1)",6,"(2, 2)",--,-0.241,0.076,-0.196,-0.221,-0.070,0.058,0.139,0.077,-0.170,--,28,17,29,30,9,19,7,19,22,--,Greedy,-0.8
Episode,75,step,19,state,"(2, 2)",5,"(2, 18)",--,-0.471,-0.447,-0.452,-0.363,-0.493,0.094,-0.309,-0.210,-0.266,--,7,3,3,4,2,13,11,5,7,--,Greedy,-0.2
Episode,75,step,20,state,"(2, 18)",5,"(2, 22)",--,-0.106,-0.005,-0.085,-0.087,-0.005,-0.004,-0.008,-0.009,-0.009,--,1,0,1,1,0,0,0,1,0,--,Greedy,-0.2
Episode,75,step,23,state,"(2, 22)",8,"(2, 38)",--,-0.179,-0.174,-0.195,-0.157,-0.200,-0.258,-0.182,-0.391,-0.157,--,2,1,3,2,6,3,2,3,2,--,Greedy,-0.4
Episode,75,step,24,state,"(2, 38)",1,"(2, 40)",--,-0.091,-0.001,-0.421,-0.009,-0.422,-0.007,-0.420,-0.056,-0.005,--,1,0,1,0,1,0,1,1,0,--,Greedy,-0.2
Episode,75,step,27,state,"(2, 40)",0,"(2, 0)",--,-0.332,-0.089,-0.332,-0.124,-0.112,0.212,-0.089,-0.083,-0.084,--,2,1,2,6,3,11,1,4,2,--,Epsilon = 0.32,0.8
Episode,75,step,28,state,"(2, 0)",3,"(2, 0)",--,0.195,-0.039,0.213,0.231,0.090,0.196,0.144,0.110,0.173,--,139,99,200,221,123,141,91,109,69,--,Greedy,-1
end
