 , , ,log2019-04-26_17-11-35,ep ,180,step ,51,r ,0.920
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,180,step,1,state,"(1, 0)",2,"(1, 0)",--,0.235,0.234,0.237,0.234,0.207,0.235,0.224,0.181,0.232,--,235,276,308,387,474,453,411,378,431,--,Greedy,0
Episode,180,step,3,state,"(1, 0)",2,"(0, 0)",--,0.235,0.234,0.238,0.234,0.207,0.235,0.224,0.181,0.232,--,235,276,310,387,474,453,411,378,431,--,Epsilon = 0.32,0.1
Episode,180,step,7,state,"(0, 0)",3,"(0, 4)",--,0.186,0.206,0.206,0.217,0.179,0.200,0.178,0.210,0.079,--,149,171,172,266,339,279,328,346,360,--,Greedy,-0.12
Episode,180,step,9,state,"(0, 4)",6,"(2, 20)",--,0.047,0.050,0.053,0.054,0.047,0.046,0.097,0.010,0.048,--,10,26,27,23,25,28,25,2,16,--,Greedy,-0.12
Episode,180,step,11,state,"(2, 20)",3,"(2, 4)",--,0.272,0.270,-0.093,0.279,0.347,0.059,0.400,0.273,0.089,--,109,35,114,116,90,114,100,132,172,--,Epsilon = 0.32,0.4
Episode,180,step,12,state,"(2, 4)",0,"(1, 4)",--,0.481,0.456,0.433,0.415,0.398,0.435,0.414,0.480,0.461,--,16,28,11,15,6,28,39,65,4,--,Greedy,0.1
Episode,180,step,14,state,"(1, 4)",7,"(2, 4)",--,0.142,0.174,0.185,0.052,0.197,0.197,0.353,0.204,0.170,--,7,4,12,1,4,4,76,6,1,--,Epsilon = 0.32,0.1
Episode,180,step,15,state,"(2, 4)",7,"(2, 0)",--,0.407,0.456,0.433,0.415,0.398,0.435,0.414,0.480,0.461,--,17,28,11,15,6,28,39,65,4,--,Greedy,0.4
Episode,180,step,26,state,"(2, 0)",5,"(2, 1)",--,0.098,0.183,0.155,-0.061,0.133,0.231,0.170,0.148,0.190,--,379,332,467,478,376,386,259,199,235,--,Greedy,-0.12
Episode,180,step,27,state,"(2, 1)",3,"(1, 1)",--,-0.031,-0.021,-0.510,0.271,-0.379,-0.162,-0.088,-0.000,-0.192,--,78,60,54,80,60,41,44,41,63,--,Greedy,0.1
Episode,180,step,29,state,"(1, 1)",3,"(0, 1)",--,-0.029,-0.174,0.021,0.300,0.121,0.072,-0.196,-0.540,-0.149,--,24,76,53,46,22,13,22,18,35,--,Greedy,0.1
Episode,180,step,31,state,"(0, 1)",5,"(1, 1)",--,0.262,0.328,-0.019,0.327,0.281,0.332,0.114,0.197,0.318,--,38,77,79,61,53,39,51,26,34,--,Greedy,0.1
Episode,180,step,34,state,"(1, 1)",3,"(0, 1)",--,-0.029,0.012,0.021,0.290,0.121,0.072,-0.196,-0.540,-0.149,--,24,77,53,48,22,13,22,18,35,--,Greedy,0.1
Episode,180,step,37,state,"(0, 1)",8,"(0, 0)",--,0.262,0.312,-0.019,0.327,0.281,0.308,0.188,0.197,0.318,--,38,78,79,61,53,40,52,26,34,--,Epsilon = 0.32,0.4
Episode,180,step,38,state,"(0, 0)",7,"(2, 0)",--,0.186,0.206,0.206,0.092,0.179,0.200,0.178,0.210,0.079,--,149,171,172,267,339,279,328,346,360,--,Greedy,0.1
Episode,180,step,39,state,"(2, 0)",6,"(2, 1)",--,0.098,0.183,0.155,-0.061,0.133,0.150,0.170,0.148,0.190,--,379,332,467,478,376,387,259,199,235,--,Epsilon = 0.32,-0.12
Episode,180,step,41,state,"(2, 1)",3,"(1, 1)",--,-0.031,-0.021,-0.510,0.269,-0.379,-0.162,-0.088,-0.000,-0.192,--,78,60,54,82,60,41,44,41,63,--,Greedy,0.1
Episode,180,step,43,state,"(1, 1)",7,"(2, 2)",--,-0.029,0.012,0.021,0.290,0.121,0.072,-0.001,-0.540,-0.149,--,24,77,53,49,22,13,23,18,35,--,Epsilon = 0.32,-0.8
Episode,180,step,45,state,"(2, 2)",0,"(0, 2)",--,-0.174,-0.248,-0.220,-0.225,-0.228,-0.241,-0.261,-0.575,-0.314,--,17,14,25,19,7,29,16,53,12,--,Greedy,-0.2
Episode,180,step,48,state,"(0, 2)",7,"(1, 2)",--,-0.398,-0.336,-0.478,-0.660,-0.632,-0.338,-0.520,-0.320,-0.454,--,18,34,31,19,56,13,22,4,21,--,Greedy,-0.2
Episode,180,step,49,state,"(1, 2)",5,"(2, 2)",--,-0.275,-0.003,-0.247,-0.281,-0.248,-0.258,-0.288,-0.011,-0.265,--,20,22,16,12,12,9,7,21,8,--,Epsilon = 0.32,-0.2
Episode,180,step,50,state,"(2, 2)",2,"(1, 2)",--,-0.259,-0.248,-0.220,-0.225,-0.228,-0.241,-0.261,-0.575,-0.314,--,18,14,25,19,7,29,16,53,12,--,Greedy,-0.2
Episode,180,step,51,state,"(1, 2)",1,"(2, 2)",--,-0.275,-0.003,-0.247,-0.281,-0.248,-0.287,-0.288,-0.011,-0.265,--,20,22,16,12,12,10,7,21,8,--,Greedy,-1
end
