 , , ,log2019-04-25_10-05-50,ep ,280,step ,49,r ,-2.010
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,280,step,1,state,"(1, 0)",3,"(0, 0)",--,0.213,0.214,0.216,0.223,0.086,0.213,0.203,0.206,0.150,--,531,426,599,657,869,665,645,739,611,--,Greedy,0
Episode,280,step,5,state,"(0, 0)",1,"(0, 4)",--,0.164,0.197,0.146,0.119,0.092,0.090,0.088,0.130,0.148,--,246,246,259,407,646,597,579,681,454,--,Greedy,-0.12
Episode,280,step,6,state,"(0, 4)",5,"(0, 20)",--,0.067,0.058,0.056,0.057,0.072,0.206,0.062,0.124,0.067,--,21,36,16,26,38,52,27,79,51,--,Greedy,-0.12
Episode,280,step,8,state,"(0, 20)",7,"(2, 20)",--,0.059,0.151,0.193,-0.162,0.245,-0.615,-0.027,0.294,0.137,--,106,82,88,61,138,149,122,274,206,--,Greedy,0.1
Episode,280,step,11,state,"(2, 20)",2,"(2, 0)",--,0.338,0.223,0.315,0.299,0.315,0.314,0.172,0.274,0.342,--,220,194,217,211,241,391,234,250,298,--,Epsilon = 0.32,0.4
Episode,280,step,15,state,"(2, 0)",1,"(1, 0)",--,0.147,0.231,0.180,0.220,0.224,0.212,0.215,0.182,0.176,--,510,873,728,750,602,423,431,387,319,--,Greedy,0.1
Episode,280,step,16,state,"(1, 0)",2,"(0, 0)",--,0.213,0.214,0.216,0.169,0.086,0.213,0.203,0.206,0.150,--,531,426,599,658,869,665,645,739,611,--,Greedy,0.1
Episode,280,step,19,state,"(0, 0)",0,"(0, 20)",--,0.188,0.114,0.146,0.119,0.092,0.090,0.088,0.130,0.148,--,248,247,259,407,646,597,579,681,454,--,Greedy,-0.12
Episode,280,step,22,state,"(0, 20)",7,"(1, 20)",--,0.059,0.151,0.193,-0.162,0.245,-0.615,-0.027,0.290,0.195,--,106,82,88,61,138,149,122,276,207,--,Greedy,0.1
Episode,280,step,23,state,"(1, 20)",8,"(2, 20)",--,0.270,0.277,0.308,0.068,0.228,0.238,0.276,0.324,0.340,--,75,93,77,99,128,148,248,194,279,--,Greedy,0.1
Episode,280,step,25,state,"(2, 20)",2,"(0, 20)",--,0.338,0.223,0.377,0.299,0.315,0.314,0.172,0.274,0.342,--,220,194,219,211,241,391,234,250,298,--,Greedy,0.1
Episode,280,step,27,state,"(0, 20)",7,"(0, 24)",--,0.059,0.151,0.225,-0.162,0.245,-0.615,-0.027,0.293,0.195,--,106,82,89,61,138,149,122,277,207,--,Greedy,-0.8
Episode,280,step,28,state,"(0, 24)",5,"(1, 41)",--,-0.488,-0.504,-0.457,-0.464,-0.464,-0.300,-0.471,-0.461,-0.462,--,4,6,5,5,7,7,4,5,5,--,Greedy,-0.4
Episode,280,step,29,state,"(1, 41)",6,"(2, 41)",--,-0.445,-0.433,-0.445,-0.432,-0.449,-0.765,0.004,-0.618,-0.506,--,7,20,18,38,10,11,22,30,14,--,Greedy,-0.2
Episode,280,step,31,state,"(2, 41)",1,"(0, 41)",--,-0.431,-0.385,-0.545,-0.556,-0.403,-0.471,-0.475,-0.432,-0.439,--,6,23,15,46,31,28,37,25,18,--,Greedy,-0.2
Episode,280,step,33,state,"(0, 41)",6,"(2, 41)",--,-0.546,-0.765,-0.724,-0.773,-0.636,-0.671,-0.427,-0.533,-0.463,--,20,15,11,26,16,18,64,18,27,--,Greedy,-0.2
Episode,280,step,35,state,"(2, 41)",1,"(1, 41)",--,-0.431,-0.411,-0.545,-0.556,-0.416,-0.471,-0.475,-0.432,-0.439,--,6,24,15,46,32,28,37,25,18,--,Greedy,-0.2
Episode,280,step,37,state,"(1, 41)",6,"(2, 41)",--,-0.445,-0.433,-0.445,-0.432,-0.449,-0.765,-0.225,-0.618,-0.506,--,7,20,18,38,10,11,24,30,14,--,Greedy,-0.2
Episode,280,step,38,state,"(2, 41)",0,"(1, 41)",--,-0.431,-0.364,-0.545,-0.556,-0.416,-0.471,-0.475,-0.432,-0.439,--,6,25,15,46,32,28,37,25,18,--,Epsilon = 0.32,-0.2
Episode,280,step,40,state,"(1, 41)",2,"(1, 33)",--,-0.445,-0.433,-0.445,-0.432,-0.449,-0.765,-0.334,-0.618,-0.506,--,7,20,18,38,10,11,26,30,14,--,Epsilon = 0.32,0.15
Episode,280,step,41,state,"(1, 33)",3,"(0, 33)",--,-0.005,0.010,0.860,-0.002,-0.007,-0.007,-0.005,-0.010,-0.004,--,0,1,8,0,0,0,0,0,0,--,Epsilon = 0.32,-0.2
Episode,280,step,42,state,"(0, 33)",5,"(0, 1)",--,-0.006,0.451,-0.010,0.058,-0.006,0.974,-0.002,0.024,0.439,--,0,1,0,2,0,6,0,3,1,--,Greedy,0.8
Episode,280,step,43,state,"(0, 1)",3,"(1, 2)",--,0.268,0.283,0.214,0.405,0.250,0.250,-0.219,0.247,0.246,--,110,68,104,109,121,42,59,44,84,--,Greedy,-0.8
Episode,280,step,44,state,"(1, 2)",0,"(0, 2)",--,-0.072,-0.443,-0.411,-0.461,-0.332,-0.402,-0.457,-0.353,-0.434,--,19,44,8,8,26,13,14,14,31,--,Greedy,-0.2
Episode,280,step,47,state,"(0, 2)",6,"(0, 0)",--,0.039,-0.241,-0.214,-0.234,-0.165,0.056,0.057,-0.308,-0.218,--,54,32,23,30,35,23,33,15,26,--,Greedy,0.8
Episode,280,step,48,state,"(0, 0)",8,"(1, 0)",--,0.132,0.114,0.146,0.119,0.092,0.090,0.088,0.130,0.148,--,249,247,259,407,646,597,579,681,454,--,Greedy,0.1
Episode,280,step,49,state,"(1, 0)",1,"(0, 0)",--,0.213,0.214,0.207,0.169,0.086,0.213,0.203,0.206,0.150,--,531,426,600,658,869,665,645,739,611,--,Greedy,-1
end
