 , , ,log2019-04-26_16-46-01,ep ,7,step ,44,r ,-0.660
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,7,step,1,state,"(1, 0)",5,"(1, 0)",--,0.206,0.220,0.217,0.176,0.206,0.226,0.181,0.223,0.200,--,12,5,5,3,5,88,4,8,4,--,Greedy,0
Episode,7,step,3,state,"(1, 0)",5,"(1, 4)",--,0.206,0.220,0.217,0.176,0.206,0.228,0.181,0.223,0.200,--,12,5,5,3,5,90,4,8,4,--,Greedy,-0.12
Episode,7,step,8,state,"(1, 4)",7,"(2, 4)",--,0.058,-0.004,0.040,-0.006,-0.052,-0.003,-0.004,0.084,-0.003,--,1,0,1,0,1,0,0,2,0,--,Greedy,0.1
Episode,7,step,9,state,"(2, 4)",5,"(2, 0)",--,-0.002,0.227,-0.004,-0.009,-0.009,-0.002,-0.006,-0.006,-0.001,--,0,2,0,0,0,0,0,0,0,--,Epsilon = 0.32,0.4
Episode,7,step,11,state,"(2, 0)",8,"(1, 0)",--,0.083,0.201,0.012,0.140,0.052,0.181,0.148,0.220,0.141,--,12,4,25,2,17,15,2,11,2,--,Epsilon = 0.32,0.1
Episode,7,step,12,state,"(1, 0)",7,"(2, 0)",--,0.206,0.220,0.217,0.176,0.206,0.081,0.181,0.223,0.200,--,12,5,5,3,5,91,4,8,4,--,Greedy,0.1
Episode,7,step,21,state,"(2, 0)",0,"(0, 1)",--,0.083,0.212,0.159,0.140,0.052,0.181,0.148,0.230,0.200,--,12,5,27,2,17,15,2,15,4,--,Epsilon = 0.32,-0.12
Episode,7,step,23,state,"(0, 1)",2,"(0, 0)",--,-0.006,-0.003,0.084,-0.009,-0.000,-0.005,-0.007,-0.003,-0.003,--,0,0,2,0,0,0,0,0,0,--,Greedy,0.4
Episode,7,step,26,state,"(0, 0)",7,"(1, 0)",--,0.096,0.154,-0.006,0.145,0.094,0.154,0.130,0.237,-0.006,--,1,2,0,5,1,2,2,25,0,--,Greedy,0.1
Episode,7,step,27,state,"(1, 0)",7,"(2, 0)",--,0.206,0.220,0.217,0.176,0.206,0.081,0.181,0.225,0.200,--,12,5,5,3,5,91,4,9,4,--,Greedy,0.1
Episode,7,step,30,state,"(2, 0)",3,"(2, 1)",--,0.010,0.212,0.159,0.140,0.052,0.181,0.148,0.232,0.200,--,13,5,27,2,17,15,2,17,4,--,Epsilon = 0.32,-0.12
Episode,7,step,34,state,"(2, 1)",6,"(2, 2)",--,-0.105,-0.009,-0.007,-0.010,-0.192,-0.093,0.091,0.084,-0.258,--,4,0,0,0,3,10,2,2,5,--,Greedy,-0.8
Episode,7,step,36,state,"(2, 2)",3,"(2, 22)",--,-0.009,-0.006,-0.004,-0.004,-0.006,-0.084,-0.331,-0.006,-0.076,--,0,0,0,0,0,1,10,0,2,--,Greedy,-0.2
Episode,7,step,39,state,"(2, 22)",4,"(2, 36)",--,-0.002,-0.010,-0.003,-0.089,-0.084,-0.004,-0.169,-0.007,-0.088,--,0,0,0,1,1,0,1,0,1,--,Epsilon = 0.32,-0.2
Episode,7,step,40,state,"(2, 36)",0,"(0, 40)",--,-0.006,-0.087,-0.004,-0.009,-0.003,-0.002,-0.008,-0.089,-0.008,--,0,1,0,0,0,0,0,1,0,--,Epsilon = 0.32,-0.4
Episode,7,step,42,state,"(0, 40)",0,"(1, 40)",--,-0.001,-0.008,-0.009,-0.004,-0.004,-0.007,-0.084,-0.007,-0.005,--,0,0,0,0,0,0,1,0,0,--,Greedy,-0.2
Episode,7,step,43,state,"(1, 40)",4,"(0, 40)",--,-0.008,-0.010,-0.004,-0.005,-0.000,-0.001,-0.001,-0.006,-0.008,--,0,0,0,0,0,0,0,0,0,--,Greedy,-0.2
Episode,7,step,44,state,"(0, 40)",4,"(2, 40)",--,-0.085,-0.008,-0.009,-0.004,-0.004,-0.007,-0.084,-0.007,-0.005,--,1,0,0,0,0,0,1,0,0,--,Greedy,-1
end
