 , , ,log2019-04-26_17-27-45,ep ,280,step ,36,r ,-1.320
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,280,step,1,state,"(1, 0)",0,"(1, 0)",--,0.231,0.158,0.213,0.221,0.220,0.228,0.220,0.207,-0.030,--,416,518,496,621,648,651,616,596,713,--,Greedy,0
Episode,280,step,4,state,"(1, 0)",0,"(0, 0)",--,0.232,0.158,0.213,0.221,0.220,0.228,0.226,0.207,-0.030,--,418,518,496,621,648,651,617,596,713,--,Greedy,0.1
Episode,280,step,6,state,"(0, 0)",6,"(1, 0)",--,0.147,0.095,0.157,0.102,0.151,0.101,0.182,0.150,0.098,--,303,281,292,375,473,533,493,651,546,--,Greedy,0.1
Episode,280,step,7,state,"(1, 0)",5,"(2, 0)",--,0.218,0.158,0.213,0.221,0.220,0.228,0.226,0.207,-0.030,--,419,518,496,621,648,651,617,596,713,--,Greedy,0.1
Episode,280,step,15,state,"(2, 0)",3,"(1, 0)",--,0.213,0.164,0.217,0.194,-0.098,0.232,0.182,0.158,0.161,--,634,564,670,783,677,521,373,347,377,--,Epsilon = 0.32,0.1
Episode,280,step,16,state,"(1, 0)",2,"(0, 0)",--,0.218,0.158,0.213,0.221,0.220,0.228,0.226,0.207,-0.030,--,419,518,496,621,648,652,617,596,713,--,Epsilon = 0.32,0.1
Episode,280,step,18,state,"(0, 0)",6,"(2, 0)",--,0.147,0.095,0.157,0.102,0.151,0.101,0.209,0.150,0.098,--,303,281,292,375,473,533,495,651,546,--,Greedy,0.1
Episode,280,step,23,state,"(2, 0)",5,"(2, 1)",--,0.213,0.164,0.217,0.210,0.042,0.234,0.182,0.191,0.161,--,634,564,670,784,678,523,373,348,377,--,Greedy,-0.12
Episode,280,step,27,state,"(2, 1)",3,"(2, 2)",--,-0.158,-0.234,-0.061,0.047,0.023,-0.020,-0.156,0.149,0.054,--,101,121,111,125,92,48,60,74,78,--,Epsilon = 0.32,-0.8
Episode,280,step,29,state,"(2, 2)",8,"(1, 18)",--,-0.358,-0.309,-0.316,-0.355,-0.501,-0.406,-0.425,-0.296,-0.289,--,26,38,28,26,29,35,25,61,14,--,Greedy,-0.2
Episode,280,step,30,state,"(1, 18)",8,"(2, 22)",--,-0.089,-0.183,-0.120,-0.047,-0.093,-0.088,-0.089,-0.168,-0.107,--,1,3,3,5,1,1,1,5,1,--,Epsilon = 0.32,-0.2
Episode,280,step,32,state,"(2, 22)",4,"(2, 40)",--,-0.311,-0.319,-0.295,-0.135,-0.308,-0.300,-0.291,-0.562,-0.569,--,15,6,5,15,12,10,11,5,11,--,Epsilon = 0.32,-0.4
Episode,280,step,33,state,"(2, 40)",5,"(1, 40)",--,-0.308,-0.307,-0.285,-0.289,0.009,-0.690,-0.319,-0.509,-0.337,--,7,11,6,17,33,18,9,6,6,--,Epsilon = 0.32,-0.2
Episode,280,step,35,state,"(1, 40)",3,"(0, 40)",--,-0.299,-0.317,-0.316,-0.209,-0.401,-0.357,-0.342,-0.287,-0.633,--,6,4,5,12,5,8,7,11,6,--,Greedy,-0.2
Episode,280,step,36,state,"(0, 40)",0,"(2, 40)",--,-0.324,-0.328,-0.326,-0.338,-0.380,-0.336,-0.343,-0.346,-0.409,--,6,6,10,7,3,5,12,10,6,--,Greedy,-1
end
