 , , ,log2019-04-25_09-45-43,ep ,166,step ,27,r ,-2.120
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,166,step,1,state,"(1, 0)",7,"(1, 0)",--,0.222,0.222,0.230,0.223,0.234,0.227,0.222,0.235,0.229,--,307,202,347,319,512,408,420,461,372,--,Greedy,0
Episode,166,step,4,state,"(1, 0)",7,"(2, 0)",--,0.222,0.222,0.230,0.223,0.234,0.227,0.222,0.236,0.229,--,307,202,347,319,512,408,420,464,372,--,Greedy,0.1
Episode,166,step,11,state,"(2, 0)",8,"(2, 1)",--,0.075,0.186,0.079,0.201,0.138,0.195,0.095,0.170,0.226,--,331,508,394,455,340,293,226,241,177,--,Greedy,-0.12
Episode,166,step,14,state,"(2, 1)",1,"(1, 1)",--,-0.711,0.061,-0.076,-0.187,-0.029,-0.206,-0.378,-0.141,-0.292,--,32,68,44,116,46,54,54,41,29,--,Greedy,0.1
Episode,166,step,16,state,"(1, 1)",5,"(2, 1)",--,-0.033,0.146,-0.019,-0.259,-0.259,-0.183,0.057,0.233,0.042,--,79,65,40,19,20,37,17,26,13,--,Epsilon = 0.32,0.1
Episode,166,step,17,state,"(2, 1)",1,"(1, 2)",--,-0.711,0.134,-0.076,-0.187,-0.029,-0.206,-0.378,-0.141,-0.292,--,32,69,44,116,46,54,54,41,29,--,Greedy,-0.8
Episode,166,step,18,state,"(1, 2)",5,"(0, 2)",--,-0.316,-0.611,-0.380,-0.376,-0.296,-0.294,-0.529,-0.299,-0.298,--,9,42,5,5,17,8,11,4,14,--,Greedy,-0.2
Episode,166,step,19,state,"(0, 2)",4,"(1, 2)",--,-0.372,-0.541,-0.600,-0.253,-0.116,-0.359,-0.496,-0.360,-0.455,--,25,14,18,23,25,18,21,10,17,--,Greedy,-0.2
Episode,166,step,20,state,"(1, 2)",8,"(2, 2)",--,-0.316,-0.611,-0.380,-0.376,-0.296,-0.283,-0.529,-0.299,-0.298,--,9,42,5,5,17,9,11,4,14,--,Epsilon = 0.32,-0.2
Episode,166,step,21,state,"(2, 2)",8,"(2, 18)",--,-0.321,-0.236,-0.297,-0.274,-0.299,-0.495,-0.203,-0.232,0.335,--,4,10,29,9,27,20,23,27,30,--,Greedy,-0.2
Episode,166,step,22,state,"(2, 18)",2,"(2, 22)",--,-0.156,-0.088,0.158,-0.089,-0.009,-0.130,-0.087,-0.049,-0.024,--,2,6,2,1,0,1,1,1,2,--,Greedy,-0.2
Episode,166,step,23,state,"(2, 22)",3,"(2, 20)",--,-0.321,-0.374,-0.360,-0.271,-0.281,-0.291,-0.301,-0.487,-0.288,--,8,3,3,8,7,6,3,4,8,--,Greedy,0.8
Episode,166,step,24,state,"(2, 20)",5,"(1, 36)",--,0.232,0.258,0.192,0.096,0.141,0.450,0.097,0.004,0.017,--,133,123,136,141,142,248,109,196,119,--,Greedy,-0.8
Episode,166,step,25,state,"(1, 36)",6,"(2, 40)",--,-0.009,-0.008,-0.002,-0.006,-0.008,-0.004,-0.001,-0.010,-0.004,--,0,0,0,0,0,0,0,0,0,--,Greedy,-0.4
Episode,166,step,26,state,"(2, 40)",0,"(1, 40)",--,-0.262,-0.192,-0.208,-0.257,-0.220,-0.204,-0.227,-0.173,0.112,--,7,12,9,9,17,16,11,29,13,--,Epsilon = 0.32,-0.2
Episode,166,step,27,state,"(1, 40)",8,"(1, 40)",--,-0.271,-0.252,-0.260,-0.290,-0.301,-0.268,-0.260,-0.288,-0.251,--,4,4,6,5,7,11,15,6,6,--,Epsilon = 0.32,-1
end
