 , , ,log2019-04-25_09-58-03,ep ,242,step ,30,r ,-2.120
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,242,step,1,state,"(1, 0)",5,"(1, 0)",--,0.228,0.231,0.230,0.229,0.228,0.220,0.210,0.235,0.231,--,455,303,553,506,699,548,603,637,534,--,Epsilon = 0.32,0
Episode,242,step,5,state,"(1, 0)",7,"(2, 0)",--,0.228,0.234,0.230,0.229,0.228,0.220,0.210,0.236,0.231,--,455,304,553,506,699,549,603,639,534,--,Greedy,0.1
Episode,242,step,15,state,"(2, 0)",6,"(2, 1)",--,0.105,0.190,0.155,0.123,0.130,0.085,0.232,0.126,0.075,--,462,748,640,635,473,393,385,336,262,--,Greedy,-0.12
Episode,242,step,19,state,"(2, 1)",5,"(2, 2)",--,-0.248,-0.133,-0.066,-0.275,-0.078,-0.309,-0.008,-0.218,-0.127,--,49,108,57,143,76,80,78,77,51,--,Epsilon = 0.32,-0.8
Episode,242,step,21,state,"(2, 2)",8,"(1, 2)",--,-0.283,-0.277,-0.286,-0.601,-0.318,-0.474,-0.438,-0.406,-0.254,--,10,23,50,20,32,23,31,48,61,--,Greedy,-0.2
Episode,242,step,22,state,"(1, 2)",3,"(2, 2)",--,-0.316,-0.443,-0.411,-0.533,-0.296,-0.402,-0.389,-0.191,-0.195,--,9,44,8,7,17,13,12,10,29,--,Epsilon = 0.32,-0.2
Episode,242,step,23,state,"(2, 2)",1,"(0, 18)",--,-0.283,-0.277,-0.286,-0.601,-0.318,-0.474,-0.438,-0.406,-0.278,--,10,23,50,20,32,23,31,48,62,--,Greedy,-0.2
Episode,242,step,25,state,"(0, 18)",6,"(1, 18)",--,-0.110,-0.010,-0.006,-0.157,-0.085,-0.003,0.191,-0.009,-0.008,--,1,0,0,1,1,1,2,0,0,--,Greedy,-0.2
Episode,242,step,26,state,"(1, 18)",6,"(2, 22)",--,-0.014,-0.006,-0.009,-0.087,-0.009,-0.006,0.359,-0.090,-0.008,--,3,0,0,1,0,0,1,1,0,--,Greedy,-0.2
Episode,242,step,27,state,"(2, 22)",3,"(2, 20)",--,-0.297,-0.208,-0.284,-0.053,-0.281,-0.146,-0.307,-0.487,-0.288,--,9,13,4,21,7,10,9,4,8,--,Greedy,0.8
Episode,242,step,28,state,"(2, 20)",6,"(2, 36)",--,0.362,0.160,0.215,0.267,0.229,0.265,0.238,0.251,0.170,--,191,180,182,169,184,338,182,241,207,--,Epsilon = 0.32,-0.8
Episode,242,step,29,state,"(2, 36)",3,"(2, 40)",--,-0.357,-0.451,-0.191,-0.145,-0.337,-0.343,-0.350,-0.190,-0.146,--,3,1,1,1,2,2,3,1,1,--,Epsilon = 0.32,-0.4
Episode,242,step,30,state,"(2, 40)",4,"(1, 40)",--,-0.169,-0.276,-0.168,-0.243,0.169,-0.183,-0.489,-0.153,-0.197,--,20,16,15,10,22,23,42,47,18,--,Greedy,-1
end
