 , , ,log2019-04-26_16-46-44,ep ,16,step ,31,r ,-1.640
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,16,step,1,state,"(1, 0)",8,"(1, 0)",--,0.216,0.225,0.212,0.224,0.226,0.144,0.206,0.223,0.232,--,14,7,7,11,21,94,7,42,18,--,Greedy,0
Episode,16,step,3,state,"(1, 0)",8,"(2, 0)",--,0.216,0.225,0.212,0.224,0.226,0.144,0.206,0.223,0.233,--,14,7,7,11,21,94,7,42,20,--,Greedy,0.1
Episode,16,step,10,state,"(2, 0)",4,"(2, 1)",--,0.103,0.040,0.075,0.148,0.129,0.205,0.043,0.084,0.230,--,14,18,50,10,18,32,13,30,23,--,Epsilon = 0.32,-0.12
Episode,16,step,11,state,"(2, 1)",2,"(1, 1)",--,-0.130,0.034,-0.336,-0.010,-0.030,-0.093,-0.281,-0.475,-0.027,--,8,1,7,0,4,10,3,8,11,--,Epsilon = 0.32,0.1
Episode,16,step,12,state,"(1, 1)",2,"(0, 1)",--,-0.006,-0.009,0.337,-0.008,-0.007,0.062,-0.269,-0.010,-0.181,--,0,0,7,0,0,1,4,0,4,--,Greedy,0.1
Episode,16,step,14,state,"(0, 1)",2,"(0, 0)",--,0.136,0.145,0.454,0.147,-0.000,-0.005,-0.007,0.088,0.221,--,1,1,15,1,0,0,0,1,1,--,Greedy,0.4
Episode,16,step,16,state,"(0, 0)",8,"(1, 0)",--,0.206,0.136,0.082,0.075,0.140,0.085,0.214,-0.239,0.229,--,4,8,1,11,2,6,5,36,16,--,Greedy,0.1
Episode,16,step,17,state,"(1, 0)",8,"(2, 0)",--,0.216,0.225,0.212,0.224,0.226,0.144,0.206,0.223,0.232,--,14,7,7,11,21,94,7,42,21,--,Greedy,0.1
Episode,16,step,18,state,"(2, 0)",8,"(2, 1)",--,0.103,0.040,0.075,0.148,0.033,0.205,0.043,0.084,0.230,--,14,18,50,10,19,32,13,30,23,--,Greedy,-0.12
Episode,16,step,21,state,"(2, 1)",1,"(2, 2)",--,-0.130,0.070,-0.070,-0.010,-0.030,-0.093,-0.281,-0.225,-0.027,--,8,2,8,0,4,10,3,9,11,--,Greedy,-0.8
Episode,16,step,22,state,"(2, 2)",4,"(1, 2)",--,-0.009,-0.135,-0.087,-0.087,-0.006,-0.084,-0.331,-0.173,-0.076,--,0,2,1,1,0,1,10,2,2,--,Greedy,-0.2
Episode,16,step,24,state,"(1, 2)",4,"(2, 2)",--,-0.006,-0.084,-0.009,-0.008,-0.003,-0.084,-0.085,-0.085,-0.135,--,0,1,0,0,0,1,1,1,2,--,Greedy,-0.2
Episode,16,step,25,state,"(2, 2)",0,"(1, 18)",--,-0.009,-0.135,-0.087,-0.087,-0.088,-0.084,-0.331,-0.173,-0.076,--,0,2,1,1,1,1,10,2,2,--,Greedy,-0.2
Episode,16,step,27,state,"(1, 18)",8,"(2, 22)",--,-0.007,-0.084,-0.086,-0.009,-0.008,-0.005,-0.007,-0.087,-0.004,--,0,1,1,0,0,0,0,1,0,--,Greedy,-0.2
Episode,16,step,28,state,"(2, 22)",4,"(2, 20)",--,-0.169,-0.174,-0.135,-0.089,-0.133,-0.087,-0.182,-0.090,-0.088,--,1,1,2,1,2,1,2,1,1,--,Epsilon = 0.32,0.8
Episode,16,step,29,state,"(2, 20)",7,"(2, 36)",--,-0.008,-0.338,-0.009,-0.009,-0.339,-0.009,-0.338,0.221,-0.005,--,0,1,0,0,1,0,1,1,0,--,Greedy,-0.8
Episode,16,step,30,state,"(2, 36)",0,"(2, 40)",--,-0.171,-0.087,-0.004,-0.009,-0.003,-0.170,-0.008,-0.089,-0.008,--,1,1,0,0,0,1,0,1,0,--,Epsilon = 0.32,-0.4
Episode,16,step,31,state,"(2, 40)",0,"(2, 40)",--,-0.005,-0.006,-0.424,-0.005,-0.008,-0.009,-0.006,-0.006,-0.005,--,0,0,1,0,0,0,0,0,0,--,Greedy,-1
end
