 , , ,log2019-04-25_09-46-18,ep ,170,step ,29,r ,-1.040
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,170,step,1,state,"(1, 0)",5,"(1, 0)",--,0.229,0.234,0.227,0.237,0.227,0.227,0.222,0.230,0.230,--,312,205,360,328,515,442,420,471,376,--,Epsilon = 0.32,0
Episode,170,step,6,state,"(1, 0)",3,"(2, 0)",--,0.229,0.234,0.231,0.237,0.227,0.227,0.222,0.233,0.230,--,312,205,361,330,515,443,420,472,376,--,Greedy,0.1
Episode,170,step,13,state,"(2, 0)",5,"(2, 1)",--,0.126,0.123,0.079,-0.043,0.122,0.071,0.110,0.208,-0.317,--,334,526,394,468,344,300,235,256,181,--,Epsilon = 0.32,-0.12
Episode,170,step,18,state,"(2, 1)",4,"(2, 2)",--,-0.711,-0.330,-0.350,-0.187,0.166,-0.206,-0.145,-0.047,0.026,--,32,70,45,116,51,54,55,42,31,--,Greedy,-0.8
Episode,170,step,19,state,"(2, 2)",3,"(1, 22)",--,-0.283,-0.236,-0.247,-0.274,-0.299,-0.284,-0.203,-0.215,0.386,--,5,10,30,9,27,21,23,28,37,--,Epsilon = 0.32,-0.2
Episode,170,step,20,state,"(1, 22)",3,"(0, 22)",--,-0.089,-0.134,-0.105,0.361,-0.091,-0.513,-0.169,-0.138,-0.106,--,1,2,2,7,2,6,1,2,2,--,Greedy,-0.2
Episode,170,step,23,state,"(0, 22)",3,"(0, 18)",--,-0.002,-0.007,-0.085,0.196,-0.005,-0.154,-0.104,0.029,-0.085,--,1,0,1,6,0,2,2,6,2,--,Greedy,-0.2
Episode,170,step,24,state,"(0, 18)",5,"(1, 18)",--,-0.003,-0.010,-0.006,-0.008,-0.085,-0.000,-0.002,-0.009,-0.008,--,0,0,0,0,1,0,0,0,0,--,Greedy,-0.2
Episode,170,step,25,state,"(1, 18)",0,"(0, 18)",--,0.334,-0.006,-0.009,-0.087,-0.009,-0.006,-0.003,-0.090,-0.008,--,1,0,0,1,0,0,0,1,0,--,Greedy,-0.2
Episode,170,step,26,state,"(0, 18)",6,"(0, 16)",--,-0.003,-0.010,-0.006,-0.008,-0.085,-0.003,-0.002,-0.009,-0.008,--,0,0,0,0,1,1,0,0,0,--,Greedy,0.8
Episode,170,step,27,state,"(0, 16)",6,"(2, 16)",--,-0.003,-0.004,-0.006,-0.005,-0.327,-0.007,-0.002,-0.007,-0.018,--,0,0,0,0,2,0,0,0,1,--,Greedy,0.1
Episode,170,step,28,state,"(2, 16)",1,"(1, 20)",--,-0.005,0.023,-0.003,-0.004,-0.004,-0.006,-0.007,-0.007,-0.008,--,0,1,0,0,0,0,0,0,0,--,Greedy,-0.12
Episode,170,step,29,state,"(1, 20)",6,"(2, 36)",--,0.219,0.244,0.245,0.246,0.231,0.242,0.332,0.246,0.249,--,41,51,48,45,94,93,218,117,148,--,Greedy,-1
end
