 , , ,log2019-04-26_17-10-07,ep ,170,step ,34,r ,-1.620
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,170,step,1,state,"(1, 0)",5,"(1, 0)",--,0.177,0.182,0.196,0.212,0.225,0.225,0.199,0.078,-0.229,--,224,266,284,375,465,406,325,376,423,--,Epsilon = 0.32,0
Episode,170,step,3,state,"(1, 0)",5,"(2, 0)",--,0.177,0.182,0.196,0.212,0.225,0.225,0.199,0.078,-0.036,--,224,266,284,375,465,407,325,376,424,--,Greedy,0.1
Episode,170,step,11,state,"(2, 0)",0,"(1, 0)",--,0.203,0.175,0.201,0.160,0.134,0.220,0.077,0.178,0.236,--,356,290,426,466,353,333,233,182,225,--,Epsilon = 0.32,0.1
Episode,170,step,14,state,"(1, 0)",5,"(2, 0)",--,0.177,0.182,0.196,0.212,0.228,0.231,0.199,0.078,-0.036,--,224,266,284,375,466,409,325,376,424,--,Greedy,0.1
Episode,170,step,18,state,"(2, 0)",8,"(2, 1)",--,0.225,0.175,0.201,0.160,0.134,0.220,0.077,0.178,0.237,--,358,290,426,466,353,333,233,182,227,--,Greedy,-0.12
Episode,170,step,21,state,"(2, 1)",3,"(1, 1)",--,0.080,-0.015,-0.521,0.184,-0.379,-0.162,-0.214,-0.105,-0.192,--,72,51,52,70,60,41,39,40,63,--,Greedy,0.1
Episode,170,step,23,state,"(1, 1)",6,"(2, 1)",--,-0.317,-0.174,0.021,0.090,0.017,0.072,0.124,-0.280,-0.149,--,23,76,53,34,21,13,14,17,35,--,Greedy,0.1
Episode,170,step,24,state,"(2, 1)",3,"(2, 2)",--,0.080,-0.015,-0.521,0.173,-0.379,-0.162,-0.214,-0.105,-0.192,--,72,51,52,71,60,41,39,40,63,--,Greedy,-0.8
Episode,170,step,25,state,"(2, 2)",6,"(1, 2)",--,-0.261,-0.204,-0.139,-0.172,-0.176,-0.241,-0.260,0.339,-0.325,--,12,12,24,18,6,29,15,46,11,--,Epsilon = 0.32,-0.2
Episode,170,step,27,state,"(1, 2)",2,"(0, 2)",--,-0.217,-0.226,-0.175,-0.225,-0.199,-0.258,-0.252,-0.238,-0.265,--,19,19,15,11,11,9,6,19,8,--,Greedy,-0.2
Episode,170,step,31,state,"(0, 2)",5,"(1, 2)",--,-0.456,-0.306,-0.478,-0.302,-0.273,-0.252,-0.266,-0.320,-0.504,--,17,33,31,15,54,10,21,4,20,--,Greedy,-0.2
Episode,170,step,33,state,"(1, 2)",0,"(0, 2)",--,-0.217,-0.226,-0.247,-0.225,-0.248,-0.258,-0.252,-0.238,-0.265,--,19,19,16,11,12,9,6,19,8,--,Greedy,-0.2
Episode,170,step,34,state,"(0, 2)",6,"(2, 0)",--,-0.456,-0.306,-0.478,-0.302,-0.273,-0.279,-0.266,-0.320,-0.504,--,17,33,31,15,54,11,21,4,20,--,Greedy,-1
end
