 , , ,log2019-04-26_16-47-15,ep ,19,step ,31,r ,-2.640
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,19,step,1,state,"(1, 0)",6,"(1, 0)",--,0.228,0.225,0.225,0.229,0.152,0.175,0.225,0.141,0.219,--,17,8,9,19,29,95,11,54,26,--,Epsilon = 0.32,0
Episode,19,step,3,state,"(1, 0)",3,"(0, 0)",--,0.230,0.225,0.225,0.229,0.152,0.175,0.225,0.141,0.219,--,18,8,9,19,29,95,12,54,26,--,Epsilon = 0.32,0.1
Episode,19,step,7,state,"(0, 0)",0,"(0, 4)",--,0.235,0.173,0.082,0.089,0.140,0.085,0.181,0.074,0.213,--,15,9,1,13,2,6,8,38,31,--,Greedy,-0.12
Episode,19,step,8,state,"(0, 4)",5,"(0, 20)",--,-0.005,-0.027,0.002,-0.008,-0.006,0.058,-0.005,-0.009,-0.007,--,1,2,1,0,0,6,0,0,0,--,Greedy,-0.12
Episode,19,step,11,state,"(0, 20)",8,"(1, 20)",--,0.102,-0.056,0.063,0.149,0.139,-0.003,-0.004,-0.001,0.243,--,7,10,1,2,3,0,0,0,15,--,Greedy,0.1
Episode,19,step,12,state,"(1, 20)",6,"(2, 20)",--,0.080,0.140,0.065,0.091,0.019,0.209,-0.007,0.271,-0.002,--,2,2,1,1,8,10,0,8,1,--,Epsilon = 0.32,0.1
Episode,19,step,14,state,"(2, 20)",0,"(0, 20)",--,0.561,-0.338,-0.009,0.174,-0.339,-0.009,0.097,-0.209,0.160,--,14,1,0,1,1,0,3,2,1,--,Greedy,0.1
Episode,19,step,16,state,"(0, 20)",8,"(2, 20)",--,0.102,-0.056,0.063,0.149,0.139,-0.003,-0.004,-0.001,0.247,--,7,10,1,2,3,0,0,0,17,--,Greedy,0.1
Episode,19,step,18,state,"(2, 20)",0,"(0, 20)",--,0.395,-0.338,-0.009,0.174,-0.339,-0.009,0.097,-0.209,0.160,--,16,1,0,1,1,0,3,2,1,--,Greedy,0.1
Episode,19,step,20,state,"(0, 20)",4,"(0, 24)",--,0.102,-0.056,0.063,0.199,0.139,-0.003,-0.004,-0.001,0.290,--,7,10,1,3,3,0,0,0,18,--,Epsilon = 0.32,-0.8
Episode,19,step,21,state,"(0, 24)",3,"(0, 41)",--,-0.171,-0.006,-0.007,-0.004,-0.008,-0.007,-0.007,-0.008,-0.005,--,1,0,0,0,0,0,0,0,0,--,Greedy,-0.4
Episode,19,step,22,state,"(0, 41)",6,"(1, 41)",--,-0.089,-0.087,-0.166,-0.092,-0.423,-0.424,-0.087,-0.426,-0.163,--,1,1,3,1,1,1,1,1,3,--,Greedy,-0.2
Episode,19,step,23,state,"(1, 41)",6,"(2, 41)",--,-0.004,-0.090,-0.005,-0.004,-0.009,-0.010,-0.002,-0.007,-0.087,--,0,1,0,0,0,0,0,0,1,--,Greedy,-0.2
Episode,19,step,25,state,"(2, 41)",1,"(1, 41)",--,-0.089,-0.088,-0.089,-0.156,-0.091,-0.091,-0.134,-0.137,-0.090,--,1,1,1,2,1,1,2,2,1,--,Greedy,-0.2
Episode,19,step,27,state,"(1, 41)",0,"(0, 41)",--,-0.004,-0.090,-0.005,-0.004,-0.009,-0.010,-0.147,-0.007,-0.087,--,0,1,0,0,0,0,2,0,1,--,Greedy,-0.2
Episode,19,step,31,state,"(0, 41)",6,"(0, 42)",--,-0.157,-0.156,-0.166,-0.092,-0.423,-0.424,-0.135,-0.353,-0.163,--,2,2,3,1,1,1,2,2,3,--,Epsilon = 0.32,-1
end
