 , , ,log2019-04-26_17-27-35,ep ,278,step ,69,r ,2.900
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,278,step,1,state,"(1, 0)",0,"(1, 0)",--,0.234,0.110,0.213,0.230,0.220,0.228,0.220,0.187,-0.224,--,410,517,496,617,648,651,616,595,712,--,Greedy,0
Episode,278,step,3,state,"(1, 0)",1,"(0, 0)",--,0.234,0.110,0.213,0.230,0.220,0.228,0.220,0.187,-0.224,--,412,517,496,617,648,651,616,595,712,--,Epsilon = 0.32,0.1
Episode,278,step,6,state,"(0, 0)",3,"(1, 0)",--,0.147,0.180,0.157,0.218,0.151,0.214,0.170,0.150,0.098,--,303,280,292,371,473,529,492,651,546,--,Greedy,0.1
Episode,278,step,7,state,"(1, 0)",0,"(0, 0)",--,0.234,0.158,0.213,0.230,0.220,0.228,0.220,0.187,-0.224,--,412,518,496,617,648,651,616,595,712,--,Greedy,0.1
Episode,278,step,10,state,"(0, 0)",3,"(0, 4)",--,0.147,0.180,0.157,0.230,0.151,0.214,0.170,0.150,0.098,--,303,280,292,374,473,529,492,651,546,--,Greedy,-0.12
Episode,278,step,11,state,"(0, 4)",5,"(0, 20)",--,0.062,0.069,0.056,0.062,0.080,0.069,0.037,0.078,0.066,--,15,31,32,43,32,45,34,20,65,--,Epsilon = 0.32,-0.12
Episode,278,step,12,state,"(0, 20)",4,"(1, 20)",--,0.173,-0.196,0.182,-0.051,-0.062,0.135,0.171,0.012,0.240,--,68,54,69,65,68,138,166,178,180,--,Epsilon = 0.32,0.1
Episode,278,step,14,state,"(1, 20)",0,"(0, 20)",--,0.253,0.250,0.250,0.056,0.160,0.135,0.060,-0.173,0.171,--,38,42,47,59,53,113,109,161,231,--,Greedy,0.1
Episode,278,step,18,state,"(0, 20)",8,"(2, 20)",--,0.173,-0.013,0.182,-0.051,0.068,0.135,0.171,0.012,0.239,--,68,55,69,65,69,138,166,178,182,--,Greedy,0.1
Episode,278,step,26,state,"(2, 20)",0,"(1, 20)",--,0.281,0.276,0.274,0.270,-0.041,0.005,0.277,0.279,0.279,--,150,87,176,183,158,183,206,267,280,--,Greedy,0.1
