 , , ,log2019-04-26_17-26-00,ep ,264,step ,23,r ,-0.620
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,264,step,1,state,"(1, 0)",8,"(1, 0)",--,0.228,0.223,0.227,0.225,-0.031,0.209,0.085,0.215,0.232,--,403,497,491,615,638,647,611,585,605,--,Greedy,0
Episode,264,step,2,state,"(1, 0)",8,"(2, 0)",--,0.228,0.223,0.227,0.225,-0.031,0.209,0.085,0.215,0.232,--,403,497,491,615,638,647,611,585,606,--,Greedy,0.1
Episode,264,step,4,state,"(2, 0)",0,"(1, 0)",--,0.180,0.230,0.212,0.228,-0.200,0.198,0.227,0.118,0.235,--,598,528,640,751,672,498,369,336,360,--,Epsilon = 0.32,0.1
Episode,264,step,5,state,"(1, 0)",8,"(2, 0)",--,0.228,0.223,0.227,0.225,-0.031,0.209,0.085,0.215,0.233,--,403,497,491,615,638,647,611,585,607,--,Greedy,0.1
Episode,264,step,6,state,"(2, 0)",0,"(1, 0)",--,0.203,0.230,0.212,0.228,-0.200,0.198,0.227,0.118,0.235,--,599,528,640,751,672,498,369,336,360,--,Epsilon = 0.32,0.1
Episode,264,step,10,state,"(1, 0)",8,"(2, 0)",--,0.228,0.229,0.227,0.225,-0.031,0.209,0.085,0.224,0.235,--,403,498,491,615,638,647,611,586,609,--,Greedy,0.1
Episode,264,step,16,state,"(2, 0)",8,"(2, 1)",--,0.217,0.233,0.223,0.228,-0.200,0.198,0.227,0.118,0.236,--,600,529,641,751,672,498,369,336,363,--,Greedy,-0.12
Episode,264,step,20,state,"(2, 1)",0,"(2, 22)",--,-0.058,-0.088,-0.254,-0.199,-0.102,-0.020,-0.101,0.096,-0.245,--,97,103,110,123,88,48,58,58,76,--,Epsilon = 0.32,-0.8
Episode,264,step,23,state,"(2, 22)",8,"(2, 42)",--,-0.335,-0.319,-0.295,-0.273,-0.272,-0.262,-0.291,-0.562,-0.257,--,14,6,5,12,11,5,11,5,10,--,Greedy,-1
end
