 , , ,log2019-04-26_17-21-46,ep ,236,step ,31,r ,-2.340
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,236,step,1,state,"(1, 0)",5,"(1, 0)",--,0.228,0.233,0.233,0.232,0.197,0.236,0.221,0.197,0.228,--,331,459,406,574,590,580,547,524,574,--,Greedy,0
Episode,236,step,5,state,"(1, 0)",5,"(2, 0)",--,0.228,0.233,0.233,0.232,0.197,0.237,0.221,0.197,0.228,--,331,459,406,574,590,584,547,524,574,--,Greedy,0.1
Episode,236,step,14,state,"(2, 0)",8,"(2, 1)",--,0.228,-0.030,0.230,-0.210,0.188,0.177,0.153,0.218,0.235,--,564,471,597,666,568,476,342,301,317,--,Greedy,-0.12
Episode,236,step,18,state,"(2, 1)",2,"(2, 18)",--,-0.055,-0.127,0.270,0.123,0.056,-0.162,-0.286,-0.459,0.228,--,87,95,98,105,73,41,53,53,68,--,Greedy,-0.8
Episode,236,step,19,state,"(2, 18)",2,"(0, 22)",--,-0.106,-0.136,0.016,-0.102,-0.088,-0.119,-0.219,-0.119,-0.144,--,1,2,2,5,1,1,2,5,1,--,Greedy,-0.2
Episode,236,step,21,state,"(0, 22)",0,"(0, 18)",--,-0.117,-0.154,-0.089,-0.129,-0.088,-0.098,-0.093,-0.087,-0.094,--,3,2,1,5,1,7,1,1,2,--,Epsilon = 0.32,-0.2
Episode,236,step,22,state,"(0, 18)",4,"(0, 2)",--,-0.086,-0.009,-0.006,-0.148,0.139,-0.086,-0.086,-0.135,-0.007,--,1,0,0,2,5,1,1,1,0,--,Greedy,-0.2
Episode,236,step,24,state,"(0, 2)",6,"(1, 2)",--,-0.351,-0.479,-0.312,-0.660,-0.533,-0.415,0.237,-0.328,-0.538,--,21,36,51,19,57,17,29,18,27,--,Greedy,-0.2
Episode,236,step,27,state,"(1, 2)",6,"(2, 2)",--,-0.262,-0.389,-0.287,-0.266,-0.288,-0.287,-0.247,-0.283,-0.281,--,37,25,17,19,13,10,14,25,11,--,Greedy,-0.2
Episode,236,step,28,state,"(2, 2)",4,"(2, 16)",--,-0.358,-0.314,-0.316,-0.541,0.033,-0.441,-0.509,-0.296,-0.314,--,26,17,28,23,14,34,24,61,12,--,Greedy,0.8
Episode,236,step,29,state,"(2, 16)",8,"(2, 20)",--,-0.313,-0.470,-0.279,-0.007,-0.506,-0.008,-0.319,-0.274,-0.004,--,1,2,2,0,3,0,1,2,0,--,Greedy,-0.12
Episode,236,step,30,state,"(2, 20)",1,"(2, 36)",--,0.318,0.323,0.353,0.319,0.313,0.494,0.356,0.563,0.333,--,144,57,166,146,138,154,179,247,259,--,Epsilon = 0.32,-0.8
Episode,236,step,31,state,"(2, 36)",6,"(2, 40)",--,-0.269,-0.227,-0.251,-0.686,-0.370,-0.293,-0.185,-0.219,-0.367,--,2,2,2,2,1,4,2,2,1,--,Greedy,-1
end
