 , , ,log2019-04-25_09-30-53,ep ,71,step ,37,r ,-0.420
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,71,step,1,state,"(1, 0)",8,"(1, 0)",--,0.226,0.226,0.154,0.230,0.231,0.217,0.233,-0.040,0.238,--,171,118,152,93,168,185,213,149,171,--,Greedy,0
Episode,71,step,3,state,"(1, 0)",8,"(2, 0)",--,0.226,0.226,0.154,0.230,0.231,0.217,0.233,-0.040,0.238,--,171,118,152,93,168,185,213,149,173,--,Epsilon = 0.32,0.1
Episode,71,step,13,state,"(2, 0)",7,"(2, 1)",--,0.193,0.154,0.171,0.216,0.154,0.193,0.219,0.234,-0.039,--,140,194,197,190,181,148,107,88,93,--,Greedy,-0.12
Episode,71,step,16,state,"(2, 1)",2,"(0, 1)",--,-0.003,-0.246,0.216,-0.206,0.127,0.103,0.118,0.072,-0.163,--,11,29,12,77,9,29,26,3,10,--,Greedy,0.1
Episode,71,step,18,state,"(0, 1)",5,"(1, 1)",--,0.012,0.199,-0.110,0.257,0.266,0.348,0.297,0.260,0.263,--,77,13,23,4,23,8,25,11,10,--,Greedy,0.1
Episode,71,step,19,state,"(1, 1)",1,"(0, 1)",--,0.047,0.123,-0.121,-0.031,-0.131,-0.180,-0.028,-0.180,-0.189,--,33,34,15,14,11,9,9,12,6,--,Greedy,0.1
Episode,71,step,20,state,"(0, 1)",6,"(1, 1)",--,0.012,0.199,-0.110,0.257,0.266,0.274,0.297,0.260,0.263,--,77,13,23,4,23,9,25,11,10,--,Greedy,0.1
Episode,71,step,22,state,"(1, 1)",1,"(0, 1)",--,0.047,0.195,-0.121,-0.031,-0.131,-0.180,-0.028,-0.180,-0.189,--,33,36,15,14,11,9,9,12,6,--,Greedy,0.1
Episode,71,step,25,state,"(0, 1)",5,"(1, 1)",--,0.012,0.199,-0.110,0.258,0.266,0.268,0.260,0.260,0.263,--,77,13,23,5,23,10,26,11,10,--,Greedy,0.1
Episode,71,step,28,state,"(1, 1)",5,"(0, 1)",--,0.047,0.225,-0.121,-0.031,0.020,-0.180,-0.028,-0.180,-0.189,--,33,38,15,14,12,9,9,12,6,--,Epsilon = 0.32,0.1
Episode,71,step,29,state,"(0, 1)",4,"(1, 1)",--,0.012,0.199,-0.110,0.258,0.266,0.251,0.260,0.260,0.263,--,77,13,23,5,23,11,26,11,10,--,Greedy,0.1
Episode,71,step,30,state,"(1, 1)",8,"(1, 2)",--,0.047,0.225,-0.121,-0.031,0.020,0.002,-0.028,-0.180,-0.189,--,33,38,15,14,12,10,9,12,6,--,Epsilon = 0.32,-0.8
Episode,71,step,32,state,"(1, 2)",1,"(0, 2)",--,-0.472,-0.157,-0.454,-0.504,-0.211,-0.290,-0.182,-0.299,-0.397,--,5,16,2,2,5,7,4,4,9,--,Greedy,-0.2
Episode,71,step,34,state,"(0, 2)",7,"(1, 2)",--,-0.257,-0.290,-0.460,-0.264,-0.069,-0.298,-0.087,-0.411,-0.456,--,5,10,16,6,18,6,11,1,5,--,Epsilon = 0.32,-0.2
Episode,71,step,36,state,"(1, 2)",1,"(0, 2)",--,-0.472,-0.170,-0.389,-0.504,-0.211,-0.290,-0.182,-0.299,-0.397,--,5,17,3,2,5,7,4,4,9,--,Greedy,-0.2
Episode,71,step,37,state,"(0, 2)",4,"(2, 2)",--,-0.257,-0.290,-0.460,-0.264,-0.069,-0.298,-0.087,-0.364,-0.456,--,5,10,16,6,18,6,11,2,5,--,Greedy,-1
end
