 , , ,log2019-04-26_17-10-03,ep ,169,step ,28,r ,-2.520
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,169,step,1,state,"(2, 0)",8,"(2, 0)",--,0.138,0.130,0.201,0.105,0.134,0.220,0.216,0.178,0.226,--,354,289,426,465,353,333,232,182,214,--,Greedy,0
Episode,169,step,9,state,"(2, 0)",6,"(2, 1)",--,0.179,0.130,0.201,0.105,0.134,0.220,0.216,0.178,0.234,--,355,289,426,465,353,333,232,182,221,--,Epsilon = 0.32,-0.12
Episode,169,step,12,state,"(2, 1)",3,"(1, 1)",--,-0.013,-0.015,-0.521,0.081,-0.379,-0.162,-0.214,-0.105,-0.192,--,71,51,52,66,60,41,39,40,63,--,Greedy,0.1
Episode,169,step,14,state,"(1, 1)",7,"(2, 1)",--,-0.317,-0.174,0.021,0.090,0.017,0.072,0.100,0.175,-0.149,--,23,76,53,34,21,13,13,15,35,--,Greedy,0.1
Episode,169,step,16,state,"(2, 1)",3,"(1, 1)",--,-0.013,-0.015,-0.521,0.151,-0.379,-0.162,-0.214,-0.105,-0.192,--,71,51,52,68,60,41,39,40,63,--,Greedy,0.1
Episode,169,step,17,state,"(1, 1)",7,"(1, 2)",--,-0.317,-0.174,0.021,0.090,0.017,0.072,0.100,0.176,-0.149,--,23,76,53,34,21,13,13,16,35,--,Greedy,-0.8
Episode,169,step,18,state,"(1, 2)",2,"(2, 2)",--,-0.217,-0.226,-0.188,-0.225,-0.199,-0.224,-0.252,-0.238,-0.265,--,19,19,13,11,11,8,6,19,8,--,Greedy,-0.2
Episode,169,step,19,state,"(2, 2)",0,"(0, 2)",--,-0.234,-0.204,-0.139,-0.172,-0.176,-0.241,-0.260,0.339,-0.325,--,11,12,24,18,6,29,15,46,11,--,Epsilon = 0.32,-0.2
Episode,169,step,22,state,"(0, 2)",0,"(1, 2)",--,-0.595,-0.183,-0.478,-0.226,-0.273,-0.205,-0.266,-0.320,-0.241,--,16,30,31,13,54,9,21,4,18,--,Epsilon = 0.32,-0.2
Episode,169,step,23,state,"(1, 2)",5,"(0, 2)",--,-0.217,-0.226,-0.110,-0.225,-0.199,-0.224,-0.252,-0.238,-0.265,--,19,19,14,11,11,8,6,19,8,--,Epsilon = 0.32,-0.2
Episode,169,step,28,state,"(0, 2)",8,"(0, 2)",--,-0.456,-0.277,-0.478,-0.270,-0.273,-0.252,-0.266,-0.320,-0.241,--,17,32,31,14,54,10,21,4,18,--,Greedy,-1
end
