 , , ,log2019-04-25_10-05-11,ep ,277,step ,40,r ,-0.540
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,277,step,1,state,"(1, 0)",6,"(1, 0)",--,0.225,0.223,0.228,0.224,0.230,0.225,0.203,0.206,0.233,--,530,422,586,653,858,664,644,739,592,--,Epsilon = 0.32,0
Episode,277,step,5,state,"(1, 0)",8,"(2, 0)",--,0.225,0.223,0.231,0.224,0.230,0.225,0.203,0.206,0.235,--,530,422,587,653,858,664,645,739,594,--,Greedy,0.1
Episode,277,step,14,state,"(2, 0)",7,"(2, 1)",--,0.147,0.212,0.200,0.184,0.206,0.212,0.131,0.236,0.215,--,510,855,716,747,600,423,428,385,316,--,Greedy,-0.12
Episode,277,step,16,state,"(2, 1)",0,"(1, 1)",--,0.239,-0.117,-0.158,-0.091,-0.103,-0.215,-0.327,0.069,-0.446,--,73,126,67,151,94,82,86,81,52,--,Greedy,0.1
Episode,277,step,17,state,"(1, 1)",0,"(0, 1)",--,0.248,0.227,-0.318,0.158,0.057,0.085,0.180,0.143,0.010,--,95,101,101,27,22,60,42,32,32,--,Greedy,0.1
Episode,277,step,19,state,"(0, 1)",7,"(1, 1)",--,0.220,0.119,0.214,0.183,0.250,0.250,-0.219,0.252,0.246,--,109,67,104,107,121,42,59,42,84,--,Greedy,0.1
Episode,277,step,20,state,"(1, 1)",0,"(1, 2)",--,0.247,0.227,-0.318,0.158,0.057,0.085,0.180,0.143,0.010,--,96,101,101,27,22,60,42,32,32,--,Greedy,-0.8
Episode,277,step,23,state,"(1, 2)",0,"(0, 2)",--,-0.166,-0.443,-0.411,-0.461,-0.332,-0.402,-0.457,-0.353,-0.434,--,18,44,8,8,26,13,14,14,31,--,Greedy,-0.2
Episode,277,step,26,state,"(0, 2)",5,"(0, 1)",--,0.150,-0.241,-0.214,-0.234,-0.165,-0.392,0.057,-0.308,-0.218,--,53,32,23,30,35,21,33,15,26,--,Epsilon = 0.32,0.8
Episode,277,step,28,state,"(0, 1)",3,"(0, 0)",--,0.220,0.119,0.214,0.183,0.250,0.250,-0.219,0.247,0.246,--,109,67,104,107,121,42,59,44,84,--,Epsilon = 0.32,0.4
Episode,277,step,32,state,"(0, 0)",5,"(1, 0)",--,0.181,0.139,0.090,0.150,0.144,0.229,0.195,0.203,0.182,--,235,240,254,404,636,590,574,675,452,--,Greedy,0.1
Episode,277,step,34,state,"(1, 0)",8,"(2, 0)",--,0.225,0.223,0.231,0.229,0.230,0.225,0.203,0.206,0.235,--,530,422,587,654,858,664,645,739,595,--,Greedy,0.1
Episode,277,step,36,state,"(2, 0)",8,"(2, 1)",--,0.147,0.212,0.200,0.184,0.206,0.212,0.131,0.145,0.219,--,510,855,716,747,600,423,428,386,317,--,Greedy,-0.12
Episode,277,step,37,state,"(2, 1)",4,"(2, 2)",--,0.241,-0.117,-0.158,-0.091,-0.103,-0.215,-0.327,0.069,-0.446,--,74,126,67,151,94,82,86,81,52,--,Epsilon = 0.32,-0.8
Episode,277,step,40,state,"(2, 2)",7,"(2, 0)",--,-0.469,-0.313,-0.320,-0.490,-0.318,-0.406,-0.438,-0.237,-0.313,--,24,27,51,21,32,24,31,52,63,--,Greedy,-1
end
