 , , ,log2019-04-26_16-48-49,ep ,31,step ,51,r ,-2.210
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,31,step,1,state,"(1, 0)",1,"(1, 0)",--,0.181,0.228,0.206,0.080,0.145,0.147,-0.234,0.215,0.173,--,28,41,14,46,46,107,45,62,36,--,Greedy,0
Episode,31,step,2,state,"(1, 0)",0,"(0, 0)",--,0.181,0.228,0.206,0.080,0.145,0.147,-0.234,0.215,0.173,--,28,42,14,46,46,107,45,62,36,--,Epsilon = 0.32,0.1
Episode,31,step,7,state,"(0, 0)",8,"(1, 4)",--,0.165,0.011,0.076,0.235,0.142,0.135,0.046,0.125,-0.229,--,24,21,6,30,26,15,16,45,53,--,Epsilon = 0.32,-0.12
Episode,31,step,8,state,"(1, 4)",6,"(2, 4)",--,0.051,-0.004,0.038,0.052,-0.052,0.053,0.309,0.033,-0.003,--,3,0,8,1,1,1,6,4,0,--,Greedy,0.1
Episode,31,step,10,state,"(2, 4)",1,"(0, 0)",--,-0.002,0.309,0.220,0.126,0.142,0.256,0.221,-0.006,-0.001,--,0,9,1,2,1,5,1,0,0,--,Greedy,0.4
Episode,31,step,11,state,"(0, 0)",0,"(0, 4)",--,0.165,0.011,0.076,0.235,0.142,0.135,0.046,0.125,-0.108,--,24,21,6,30,26,15,16,45,54,--,Epsilon = 0.32,-0.12
Episode,31,step,12,state,"(0, 4)",4,"(0, 20)",--,-0.015,-0.027,-0.005,0.010,0.106,0.001,-0.005,-0.031,-0.039,--,2,2,2,3,1,11,0,1,1,--,Greedy,-0.12
Episode,31,step,14,state,"(0, 20)",3,"(1, 20)",--,-0.222,0.034,-0.212,0.054,-0.036,-0.189,-0.176,0.146,0.132,--,21,11,11,6,5,24,7,2,30,--,Epsilon = 0.32,0.1
Episode,31,step,17,state,"(1, 20)",5,"(2, 20)",--,0.240,0.220,0.219,0.228,0.216,0.242,0.175,0.186,0.228,--,8,3,5,5,12,31,1,50,4,--,Greedy,0.1
Episode,31,step,18,state,"(2, 20)",0,"(1, 20)",--,0.248,0.082,0.248,0.242,0.135,-0.009,0.225,-0.209,0.237,--,53,3,8,26,4,0,6,2,6,--,Greedy,0.1
Episode,31,step,19,state,"(1, 20)",3,"(0, 20)",--,0.240,0.220,0.219,0.228,0.216,0.243,0.175,0.186,0.228,--,8,3,5,5,12,32,1,50,4,--,Epsilon = 0.32,0.1
Episode,31,step,20,state,"(0, 20)",5,"(1, 20)",--,-0.222,0.034,-0.212,0.133,-0.036,-0.189,-0.176,0.146,0.132,--,21,11,11,7,5,24,7,2,30,--,Epsilon = 0.32,0.1
Episode,31,step,22,state,"(1, 20)",5,"(2, 20)",--,0.240,0.220,0.219,0.210,0.216,0.242,0.175,0.186,0.228,--,8,3,5,6,12,33,1,50,4,--,Greedy,0.1
Episode,31,step,23,state,"(2, 20)",2,"(1, 20)",--,0.245,0.082,0.248,0.242,0.135,-0.009,0.225,-0.209,0.237,--,54,3,8,26,4,0,6,2,6,--,Greedy,0.1
Episode,31,step,24,state,"(1, 20)",1,"(0, 20)",--,0.240,0.220,0.219,0.210,0.216,0.243,0.175,0.186,0.228,--,8,3,5,6,12,34,1,50,4,--,Epsilon = 0.32,0.1
Episode,31,step,27,state,"(0, 20)",7,"(1, 20)",--,-0.222,0.098,-0.212,0.133,-0.036,-0.009,-0.176,0.163,0.132,--,21,12,11,7,5,25,7,3,30,--,Greedy,0.1
Episode,31,step,28,state,"(1, 20)",5,"(2, 20)",--,0.240,0.205,0.219,0.210,0.216,0.243,0.175,0.186,0.228,--,8,4,5,6,12,34,1,50,4,--,Greedy,0.1
Episode,31,step,29,state,"(2, 20)",0,"(1, 24)",--,0.245,0.082,0.245,0.242,0.135,-0.009,0.225,-0.209,0.237,--,54,3,9,26,4,0,6,2,6,--,Greedy,-0.8
Episode,31,step,30,state,"(1, 24)",5,"(1, 40)",--,-0.006,-0.006,-0.009,-0.048,-0.004,0.062,-0.005,-0.004,-0.004,--,0,0,0,2,0,2,0,0,0,--,Greedy,-0.4
Episode,31,step,32,state,"(1, 40)",7,"(2, 40)",--,-0.008,-0.010,-0.087,-0.089,-0.085,-0.120,-0.070,-0.006,-0.008,--,0,0,1,1,1,2,1,0,0,--,Greedy,-0.2
Episode,31,step,35,state,"(2, 40)",0,"(1, 40)",--,-0.424,-0.089,-0.332,-0.076,-0.036,0.115,-0.089,-0.083,-0.088,--,1,1,2,2,2,4,1,4,1,--,Epsilon = 0.32,-0.2
Episode,31,step,36,state,"(1, 40)",0,"(0, 40)",--,-0.008,-0.010,-0.087,-0.089,-0.085,-0.120,-0.070,-0.029,-0.008,--,0,0,1,1,1,2,1,1,0,--,Greedy,-0.2
Episode,31,step,38,state,"(0, 40)",2,"(0, 41)",--,-0.154,-0.111,-0.092,-0.138,-0.423,-0.189,-0.172,-0.158,-0.152,--,2,1,1,2,1,2,2,2,2,--,Greedy,-0.2
Episode,31,step,40,state,"(0, 41)",2,"(1, 41)",--,-0.544,-0.588,-0.286,-0.324,-0.323,-0.300,-0.499,-0.291,-0.299,--,4,10,6,5,4,4,3,3,9,--,Greedy,-0.2
Episode,31,step,41,state,"(1, 41)",4,"(0, 41)",--,-0.198,-0.180,-0.159,-0.187,-0.096,-0.170,-0.190,-0.109,-0.156,--,2,4,2,2,1,2,3,1,2,--,Greedy,-0.2
Episode,31,step,43,state,"(0, 41)",7,"(0, 33)",--,-0.544,-0.588,-0.309,-0.324,-0.323,-0.300,-0.499,-0.291,-0.299,--,4,10,8,5,4,4,3,3,9,--,Greedy,0.15
