 , , ,log2019-04-26_16-47-57,ep ,24,step ,39,r ,-0.140
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,24,step,1,state,"(1, 0)",1,"(1, 0)",--,0.213,0.237,0.221,0.227,0.225,0.214,-0.234,-0.049,0.219,--,23,17,10,31,33,98,45,57,26,--,Greedy,0
Episode,24,step,4,state,"(1, 0)",1,"(0, 0)",--,0.224,0.237,0.221,0.227,0.225,0.214,-0.234,0.071,0.219,--,24,18,10,31,33,98,45,58,26,--,Greedy,0.1
Episode,24,step,5,state,"(0, 0)",8,"(1, 0)",--,0.183,0.198,0.184,0.101,0.096,0.139,-0.248,0.180,0.208,--,18,15,3,15,25,7,11,40,36,--,Greedy,0.1
Episode,24,step,8,state,"(1, 0)",1,"(0, 0)",--,0.224,0.231,0.221,0.227,0.228,0.214,-0.234,0.071,0.219,--,24,20,10,31,34,98,45,58,26,--,Greedy,0.1
Episode,24,step,10,state,"(0, 0)",8,"(1, 0)",--,0.183,0.198,0.184,0.101,0.096,0.139,-0.248,0.180,0.222,--,18,15,3,15,25,7,11,40,38,--,Greedy,0.1
Episode,24,step,12,state,"(1, 0)",1,"(0, 0)",--,0.224,0.231,0.221,0.227,0.228,0.214,-0.234,0.071,0.219,--,24,22,10,31,34,98,45,58,26,--,Greedy,0.1
Episode,24,step,14,state,"(0, 0)",8,"(1, 4)",--,0.183,0.198,0.184,0.101,0.096,0.139,-0.248,0.180,0.229,--,18,15,3,15,25,7,11,40,40,--,Greedy,-0.12
Episode,24,step,15,state,"(1, 4)",6,"(2, 0)",--,0.051,-0.004,0.038,0.052,-0.052,0.053,0.059,0.033,-0.003,--,3,0,8,1,1,1,1,4,0,--,Epsilon = 0.32,0.4
Episode,24,step,18,state,"(2, 0)",4,"(1, 0)",--,0.205,0.115,0.075,0.115,0.212,0.162,0.121,0.148,0.189,--,19,21,50,60,24,52,14,41,26,--,Greedy,0.1
Episode,24,step,19,state,"(1, 0)",7,"(2, 0)",--,0.224,0.231,0.221,0.227,0.228,0.214,-0.234,0.071,0.219,--,24,23,10,31,34,98,45,58,26,--,Epsilon = 0.32,0.1
Episode,24,step,21,state,"(2, 0)",4,"(1, 0)",--,0.215,0.115,0.075,0.115,0.221,0.162,0.121,0.148,0.189,--,20,21,50,60,25,52,14,41,26,--,Epsilon = 0.32,0.1
Episode,24,step,22,state,"(1, 0)",1,"(0, 0)",--,0.224,0.231,0.221,0.227,0.228,0.214,-0.234,0.137,0.219,--,24,23,10,31,34,98,45,59,26,--,Greedy,0.1
Episode,24,step,25,state,"(0, 0)",1,"(0, 20)",--,0.183,0.211,0.184,0.101,0.096,0.139,-0.248,0.180,0.097,--,18,17,3,15,25,7,11,40,41,--,Greedy,-0.12
Episode,24,step,31,state,"(0, 20)",2,"(0, 21)",--,0.048,0.034,0.157,-0.028,-0.036,-0.100,-0.004,-0.001,-0.043,--,13,11,5,5,5,10,0,0,28,--,Greedy,0.1
Episode,24,step,32,state,"(0, 21)",6,"(0, 41)",--,-0.008,-0.005,-0.003,0.210,-0.003,-0.308,-0.005,-0.339,-0.003,--,0,0,0,11,0,2,0,1,0,--,Epsilon = 0.32,-0.8
Episode,24,step,33,state,"(0, 41)",5,"(1, 41)",--,-0.213,-0.175,-0.219,-0.030,-0.423,-0.331,-0.499,-0.353,-0.163,--,3,3,4,3,1,2,3,2,3,--,Epsilon = 0.32,-0.2
Episode,24,step,34,state,"(1, 41)",7,"(2, 41)",--,-0.108,-0.090,-0.126,-0.088,-0.009,-0.010,-0.147,-0.007,-0.087,--,1,1,1,1,0,0,2,0,1,--,Greedy,-0.2
Episode,24,step,36,state,"(2, 41)",0,"(1, 41)",--,-0.089,-0.136,-0.157,-0.156,-0.091,-0.091,-0.134,-0.137,-0.090,--,1,2,2,2,1,1,2,2,1,--,Greedy,-0.2
Episode,24,step,37,state,"(1, 41)",4,"(0, 41)",--,-0.108,-0.090,-0.126,-0.088,-0.009,-0.010,-0.147,-0.109,-0.087,--,1,1,1,1,0,0,2,1,1,--,Greedy,-0.2
Episode,24,step,39,state,"(0, 41)",3,"(0, 42)",--,-0.213,-0.175,-0.219,-0.030,-0.337,-0.278,-0.499,-0.353,-0.163,--,3,3,4,3,2,3,3,2,3,--,Greedy,-1
end
