 , , ,log2019-04-26_16-57-36,ep ,82,step ,44,r ,-1.660
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,82,step,1,state,"(0, 0)",2,"(0, 0)",--,0.211,0.066,0.231,0.217,0.123,0.081,0.208,0.218,0.217,--,79,91,96,144,117,141,107,150,224,--,Greedy,0
Episode,82,step,6,state,"(0, 0)",2,"(0, 4)",--,0.211,0.066,0.235,0.217,0.123,0.081,0.208,0.218,0.217,--,79,91,101,144,117,141,107,150,224,--,Greedy,-0.12
Episode,82,step,7,state,"(0, 4)",2,"(0, 20)",--,0.032,0.049,0.145,0.042,0.039,-0.057,0.096,-0.031,0.048,--,5,18,15,6,23,24,6,1,3,--,Greedy,-0.12
Episode,82,step,9,state,"(0, 20)",7,"(1, 20)",--,0.253,-0.024,0.250,0.223,0.140,-0.003,0.213,0.004,0.249,--,31,20,28,30,14,41,22,78,91,--,Epsilon = 0.32,0.1
Episode,82,step,10,state,"(1, 20)",6,"(2, 20)",--,0.254,0.267,0.273,0.257,0.283,0.266,0.333,0.263,0.274,--,19,13,21,26,27,61,51,110,17,--,Greedy,0.1
Episode,82,step,13,state,"(2, 20)",7,"(2, 4)",--,-0.113,-0.184,0.281,0.265,0.270,0.265,0.234,0.396,-0.114,--,64,18,77,74,24,52,35,71,100,--,Greedy,0.4
Episode,82,step,14,state,"(2, 4)",7,"(2, 0)",--,0.278,0.214,0.353,0.376,0.308,0.396,0.442,0.518,0.145,--,5,21,2,10,2,23,8,31,1,--,Greedy,0.4
Episode,82,step,24,state,"(2, 0)",6,"(2, 1)",--,0.170,0.183,0.194,0.079,0.159,0.190,0.237,0.228,0.211,--,174,102,226,224,149,146,106,114,77,--,Greedy,-0.12
Episode,82,step,30,state,"(2, 1)",2,"(2, 18)",--,-0.241,-0.138,-0.196,-0.151,-0.070,-0.180,0.102,-0.277,-0.170,--,28,20,29,32,9,25,13,24,22,--,Epsilon = 0.32,-0.8
Episode,82,step,31,state,"(2, 18)",1,"(0, 18)",--,-0.106,-0.089,-0.085,-0.087,-0.088,-0.119,-0.127,0.446,-0.009,--,1,1,1,1,1,1,1,2,0,--,Epsilon = 0.32,-0.2
Episode,82,step,33,state,"(0, 18)",3,"(0, 2)",--,-0.086,-0.009,-0.006,-0.003,-0.006,-0.086,-0.003,-0.004,-0.007,--,1,0,0,0,0,1,0,0,0,--,Epsilon = 0.32,-0.2
Episode,82,step,40,state,"(0, 2)",1,"(1, 2)",--,-0.258,-0.203,-0.500,-0.214,-0.214,-0.240,-0.207,-0.320,-0.363,--,6,8,9,3,37,6,3,4,7,--,Greedy,-0.2
Episode,82,step,42,state,"(1, 2)",7,"(2, 2)",--,-0.142,-0.136,-0.163,0.034,-0.158,-0.188,-0.167,0.111,-0.135,--,3,13,4,7,2,3,2,9,2,--,Greedy,-0.2
Episode,82,step,44,state,"(2, 2)",5,"(2, 2)",--,-0.471,-0.447,-0.452,-0.363,-0.403,-0.152,-0.309,-0.210,-0.266,--,7,3,3,4,3,26,11,5,7,--,Greedy,-1
end
