 , , ,log2019-04-26_17-01-35,ep ,111,step ,30,r ,-0.260
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,111,step,1,state,"(1, 0)",8,"(1, 0)",--,0.237,0.236,0.237,0.198,0.213,0.236,0.148,0.232,0.235,--,144,203,195,206,362,313,237,268,187,--,Epsilon = 0.32,0
Episode,111,step,7,state,"(1, 0)",2,"(0, 0)",--,0.237,0.236,0.238,0.215,0.213,0.236,0.185,0.232,0.235,--,144,203,198,207,362,313,238,268,188,--,Greedy,0.1
Episode,111,step,10,state,"(0, 0)",6,"(0, 4)",--,0.225,0.178,0.157,0.198,0.164,0.111,0.231,0.219,0.199,--,99,104,120,185,184,215,149,203,259,--,Greedy,-0.12
Episode,111,step,11,state,"(0, 4)",6,"(0, 20)",--,0.038,0.059,0.095,0.048,0.039,-0.017,0.223,-0.031,0.043,--,7,19,22,7,23,25,15,1,4,--,Greedy,-0.12
Episode,111,step,12,state,"(0, 20)",8,"(2, 20)",--,0.252,0.098,-0.005,0.251,0.281,-0.003,0.241,0.187,0.332,--,34,21,31,32,17,41,23,92,113,--,Greedy,0.1
Episode,111,step,14,state,"(2, 20)",4,"(2, 4)",--,0.052,-0.143,0.040,0.035,0.282,0.289,0.289,0.148,0.314,--,65,23,81,92,31,63,47,98,129,--,Epsilon = 0.32,0.4
Episode,111,step,15,state,"(2, 4)",6,"(2, 0)",--,0.347,0.428,0.395,0.351,0.308,0.317,0.525,0.433,0.145,--,12,23,4,12,2,25,24,34,1,--,Greedy,0.4
Episode,111,step,23,state,"(2, 0)",8,"(2, 1)",--,0.143,0.151,0.169,0.039,0.228,0.212,0.170,0.205,0.236,--,247,121,281,363,198,231,136,138,123,--,Greedy,-0.12
Episode,111,step,26,state,"(2, 1)",8,"(2, 22)",--,0.219,-0.039,-0.011,-0.299,-0.338,-0.260,0.007,-0.189,-0.374,--,50,33,33,43,22,36,20,28,38,--,Epsilon = 0.32,-0.8
Episode,111,step,29,state,"(2, 22)",6,"(2, 38)",--,-0.204,-0.227,-0.295,-0.185,-0.229,-0.262,-0.182,-0.391,-0.259,--,5,2,4,7,10,5,2,3,3,--,Greedy,-0.4
Episode,111,step,30,state,"(2, 38)",1,"(1, 42)",--,-0.091,0.003,-0.421,-0.091,-0.422,-0.007,-0.420,-0.056,-0.005,--,1,1,1,1,1,0,1,1,0,--,Epsilon = 0.32,-1
end
