 , , ,log2019-04-26_17-09-41,ep ,164,step ,50,r ,3.160
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,164,step,1,state,"(1, 0)",3,"(1, 0)",--,0.177,0.182,0.167,0.165,0.201,0.202,0.199,-0.033,0.237,--,224,266,283,372,463,404,325,375,389,--,Epsilon = 0.32,0
Episode,164,step,3,state,"(1, 0)",8,"(2, 0)",--,0.177,0.182,0.167,0.165,0.201,0.202,0.199,-0.033,0.237,--,224,266,283,373,463,404,325,375,390,--,Greedy,0.1
Episode,164,step,19,state,"(2, 0)",5,"(2, 1)",--,0.224,0.211,0.126,0.216,0.226,0.238,0.056,0.217,0.209,--,343,285,422,453,342,328,228,174,212,--,Greedy,-0.12
Episode,164,step,21,state,"(2, 1)",0,"(1, 1)",--,-0.465,-0.015,-0.246,0.154,-0.379,-0.162,-0.214,-0.105,-0.485,--,69,51,51,51,60,41,39,40,58,--,Epsilon = 0.32,0.1
Episode,164,step,22,state,"(1, 1)",8,"(0, 1)",--,-0.103,-0.174,-0.207,-0.007,-0.213,-0.022,0.100,0.155,0.169,--,22,76,52,33,20,12,13,11,28,--,Greedy,0.1
Episode,164,step,26,state,"(0, 1)",1,"(0, 0)",--,0.231,0.310,-0.268,0.305,0.025,0.302,0.114,-0.011,0.281,--,37,54,78,60,49,33,51,24,31,--,Greedy,0.4
Episode,164,step,29,state,"(0, 0)",6,"(1, 0)",--,0.098,0.035,0.145,-0.068,0.159,-0.031,0.237,0.204,0.045,--,139,154,169,261,322,271,267,316,349,--,Greedy,0.1
Episode,164,step,30,state,"(1, 0)",7,"(2, 0)",--,0.177,0.182,0.167,0.165,0.201,0.202,0.199,-0.033,0.236,--,224,266,283,373,463,404,325,375,391,--,Epsilon = 0.32,0.1
Episode,164,step,33,state,"(2, 0)",4,"(1, 0)",--,0.224,0.211,0.126,0.216,0.230,0.121,0.056,0.217,0.209,--,343,285,422,453,344,329,228,174,212,--,Greedy,0.1
Episode,164,step,34,state,"(1, 0)",8,"(2, 0)",--,0.177,0.182,0.167,0.165,0.201,0.202,0.199,0.078,0.236,--,224,266,283,373,463,404,325,376,391,--,Greedy,0.1
Episode,164,step,37,state,"(2, 0)",5,"(1, 0)",--,0.224,0.211,0.126,0.216,0.235,0.121,0.056,0.217,0.209,--,343,285,422,453,347,329,228,174,212,--,Epsilon = 0.32,0.1
Episode,164,step,39,state,"(1, 0)",8,"(2, 0)",--,0.177,0.182,0.167,0.195,0.201,0.202,0.199,0.078,0.236,--,224,266,283,374,463,404,325,376,392,--,Greedy,0.1
Episode,164,step,40,state,"(2, 0)",2,"(2, 1)",--,0.224,0.211,0.126,0.216,0.235,0.169,0.056,0.217,0.209,--,343,285,422,453,347,330,228,174,212,--,Epsilon = 0.32,-0.12
Episode,164,step,41,state,"(2, 1)",3,"(1, 1)",--,-0.186,-0.015,-0.246,0.154,-0.379,-0.162,-0.214,-0.105,-0.485,--,70,51,51,51,60,41,39,40,58,--,Greedy,0.1
Episode,164,step,43,state,"(1, 1)",8,"(2, 1)",--,-0.103,-0.174,-0.207,-0.007,-0.213,-0.022,0.100,0.155,0.222,--,22,76,52,33,20,12,13,11,30,--,Greedy,0.1
Episode,164,step,47,state,"(2, 1)",2,"(2, 2)",--,-0.186,-0.015,-0.246,0.194,-0.379,-0.162,-0.214,-0.105,-0.022,--,70,51,51,53,60,41,39,40,60,--,Epsilon = 0.32,-0.8
Episode,164,step,49,state,"(2, 2)",7,"(2, 16)",--,-0.304,-0.204,-0.194,-0.172,-0.301,-0.241,-0.260,-0.171,-0.319,--,10,12,22,18,5,29,15,42,10,--,Epsilon = 0.32,0.8
Episode,164,step,50,state,"(2, 16)",6,"(2, 20)",--,-0.313,-0.008,-0.009,-0.007,-0.506,-0.008,-0.002,-0.274,-0.004,--,1,1,0,0,3,0,0,2,0,--,Greedy,-1
end
