 , , ,log2019-04-26_17-22-14,ep ,241,step ,39,r ,-0.240
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,241,step,1,state,"(1, 0)",2,"(1, 0)",--,0.228,0.164,0.235,0.234,0.214,0.235,0.225,0.197,0.234,--,331,468,414,575,591,616,561,524,576,--,Greedy,0
Episode,241,step,4,state,"(1, 0)",3,"(0, 0)",--,0.228,0.164,0.236,0.234,0.214,0.235,0.225,0.197,0.234,--,331,468,417,575,591,616,561,524,576,--,Epsilon = 0.32,0.1
Episode,241,step,5,state,"(0, 0)",5,"(1, 0)",--,0.223,0.211,0.186,0.217,-0.225,0.231,0.162,0.178,0.216,--,256,251,260,330,451,448,424,568,482,--,Greedy,0.1
Episode,241,step,8,state,"(1, 0)",4,"(0, 0)",--,0.228,0.164,0.236,0.234,0.223,0.235,0.225,0.197,0.234,--,331,468,418,576,592,616,561,524,576,--,Epsilon = 0.32,0.1
Episode,241,step,10,state,"(0, 0)",5,"(1, 0)",--,0.223,0.211,0.186,0.217,-0.032,0.234,0.162,0.178,0.216,--,256,251,260,330,452,449,424,568,482,--,Greedy,0.1
Episode,241,step,12,state,"(1, 0)",2,"(0, 0)",--,0.228,0.164,0.236,0.234,0.229,0.235,0.225,0.197,0.234,--,331,468,419,576,593,616,561,524,576,--,Greedy,0.1
Episode,241,step,14,state,"(0, 0)",6,"(1, 4)",--,0.223,0.211,0.186,0.217,-0.032,0.236,0.162,0.178,0.216,--,256,251,260,330,452,451,424,568,482,--,Epsilon = 0.32,-0.12
Episode,241,step,15,state,"(1, 4)",7,"(2, 0)",--,0.172,0.174,0.179,0.152,0.180,0.328,0.182,0.386,0.215,--,8,4,15,3,6,22,90,16,5,--,Greedy,0.4
Episode,241,step,22,state,"(2, 0)",8,"(2, 1)",--,0.040,0.185,0.178,0.085,0.100,-0.050,0.187,0.158,0.229,--,568,474,613,668,584,479,343,307,328,--,Greedy,-0.12
Episode,241,step,25,state,"(2, 1)",4,"(1, 1)",--,-0.055,0.081,-0.175,-0.297,-0.251,-0.162,-0.085,-0.459,-0.245,--,87,98,99,108,78,41,54,53,76,--,Epsilon = 0.32,0.1
Episode,241,step,26,state,"(1, 1)",8,"(2, 1)",--,0.194,0.233,0.305,-0.143,0.073,0.156,0.180,0.243,0.082,--,50,84,98,56,26,28,37,27,39,--,Epsilon = 0.32,0.1
Episode,241,step,28,state,"(2, 1)",1,"(0, 2)",--,-0.055,0.109,-0.175,-0.297,-0.030,-0.162,-0.085,-0.459,-0.245,--,87,99,99,108,79,41,54,53,76,--,Greedy,-0.8
Episode,241,step,30,state,"(0, 2)",6,"(2, 2)",--,-0.351,-0.479,-0.312,-0.660,-0.533,-0.415,0.144,-0.328,-0.538,--,21,36,51,19,57,17,33,18,27,--,Greedy,-0.2
Episode,241,step,31,state,"(2, 2)",4,"(2, 18)",--,-0.358,-0.186,-0.316,-0.347,0.103,-0.441,-0.509,-0.296,-0.314,--,26,19,28,24,19,34,24,61,12,--,Greedy,-0.2
Episode,241,step,32,state,"(2, 18)",4,"(2, 22)",--,-0.106,-0.136,-0.096,-0.102,-0.088,-0.119,-0.219,-0.119,-0.144,--,1,2,3,5,1,1,2,5,1,--,Greedy,-0.2
Episode,241,step,35,state,"(2, 22)",8,"(2, 40)",--,-0.335,-0.319,-0.295,-0.273,-0.272,-0.262,-0.291,-0.562,-0.141,--,14,6,5,12,11,5,11,5,7,--,Greedy,-0.4
Episode,241,step,37,state,"(2, 40)",4,"(2, 0)",--,-0.323,-0.177,-0.318,-0.173,0.244,-0.553,-0.244,-0.509,-0.315,--,6,8,3,14,20,17,7,6,5,--,Greedy,0.8
Episode,241,step,39,state,"(2, 0)",7,"(2, 0)",--,0.040,0.185,0.178,0.085,0.100,-0.050,0.196,0.158,0.084,--,568,474,613,668,584,479,344,307,329,--,Epsilon = 0.32,-1
end
