 , , ,log2019-04-26_16-49-13,ep ,34,step ,31,r ,-2.520
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,34,step,1,state,"(1, 0)",7,"(1, 0)",--,0.203,0.187,0.196,0.080,0.145,0.147,-0.037,0.231,0.199,--,29,48,15,46,46,107,46,74,37,--,Greedy,0
Episode,34,step,4,state,"(1, 0)",6,"(2, 0)",--,0.203,0.207,0.196,0.080,0.145,0.147,-0.037,0.232,0.199,--,29,49,15,46,46,107,46,76,37,--,Epsilon = 0.32,0.1
Episode,34,step,10,state,"(2, 0)",7,"(1, 0)",--,0.147,0.132,0.200,0.194,-0.047,0.187,0.098,0.223,0.204,--,34,30,53,62,41,67,29,46,27,--,Greedy,0.1
Episode,34,step,11,state,"(1, 0)",7,"(2, 0)",--,0.203,0.207,0.196,0.080,0.145,0.147,0.073,0.232,0.199,--,29,49,15,46,46,107,47,76,37,--,Greedy,0.1
Episode,34,step,14,state,"(2, 0)",7,"(2, 1)",--,0.147,0.132,0.200,0.194,-0.047,0.187,0.098,0.230,0.216,--,34,30,53,62,41,67,29,48,28,--,Greedy,-0.12
Episode,34,step,18,state,"(2, 1)",2,"(0, 1)",--,0.076,-0.190,0.185,-0.200,-0.030,0.069,-0.281,0.135,0.160,--,10,15,12,13,4,11,3,12,13,--,Greedy,0.1
Episode,34,step,19,state,"(0, 1)",7,"(0, 2)",--,0.136,0.135,0.330,0.272,0.413,0.292,0.126,0.195,0.292,--,1,10,44,4,9,4,1,2,7,--,Epsilon = 0.32,-0.8
Episode,34,step,20,state,"(0, 2)",4,"(1, 2)",--,-0.082,-0.060,-0.045,-0.089,0.736,-0.087,-0.150,-0.492,-0.028,--,1,3,2,1,11,1,2,2,5,--,Greedy,-0.2
Episode,34,step,21,state,"(1, 2)",1,"(0, 2)",--,-0.080,0.200,-0.009,-0.069,-0.088,-0.084,-0.085,-0.152,-0.135,--,2,5,0,2,1,1,1,2,2,--,Greedy,-0.2
Episode,34,step,24,state,"(0, 2)",4,"(1, 2)",--,-0.082,-0.060,-0.045,-0.089,0.113,-0.087,-0.150,-0.492,-0.028,--,1,3,2,1,14,1,2,2,5,--,Greedy,-0.2
Episode,34,step,25,state,"(1, 2)",1,"(0, 2)",--,-0.080,0.128,-0.009,-0.069,-0.088,-0.084,-0.085,-0.152,-0.135,--,2,6,0,2,1,1,1,2,2,--,Greedy,-0.2
Episode,34,step,27,state,"(0, 2)",7,"(1, 2)",--,-0.082,-0.060,-0.045,-0.089,-0.074,-0.087,-0.150,-0.492,-0.028,--,1,3,2,1,16,1,2,2,5,--,Epsilon = 0.32,-0.2
Episode,34,step,29,state,"(1, 2)",2,"(0, 2)",--,-0.080,-0.090,-0.009,-0.069,-0.088,-0.084,-0.085,-0.152,-0.135,--,2,8,0,2,1,1,1,2,2,--,Greedy,-0.2
Episode,34,step,31,state,"(0, 2)",8,"(0, 2)",--,-0.082,-0.125,-0.045,-0.089,-0.074,-0.087,-0.150,-0.371,-0.028,--,1,4,2,1,16,1,2,3,5,--,Greedy,-1
end
