 , , ,log2019-04-26_17-21-58,ep ,238,step ,32,r ,-0.720
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,238,step,1,state,"(0, 0)",7,"(0, 0)",--,0.212,0.211,0.186,0.217,-0.225,0.200,0.162,0.238,0.216,--,255,251,260,330,451,444,424,559,482,--,Greedy,0
Episode,238,step,2,state,"(0, 0)",7,"(1, 0)",--,0.212,0.211,0.186,0.217,-0.225,0.200,0.162,0.238,0.216,--,255,251,260,330,451,444,424,560,482,--,Epsilon = 0.32,0.1
Episode,238,step,6,state,"(1, 0)",5,"(2, 0)",--,0.228,0.236,0.236,0.234,0.214,0.238,0.233,0.197,0.234,--,331,461,408,575,591,611,550,524,576,--,Greedy,0.1
Episode,238,step,15,state,"(2, 0)",7,"(2, 1)",--,0.150,0.185,0.143,0.085,0.188,0.202,0.187,0.229,0.187,--,567,474,612,668,568,477,343,305,319,--,Epsilon = 0.32,-0.12
Episode,238,step,21,state,"(2, 1)",3,"(1, 2)",--,-0.055,0.007,-0.175,0.160,0.056,-0.162,-0.085,-0.459,0.014,--,87,96,99,107,73,41,54,53,72,--,Greedy,-0.8
Episode,238,step,22,state,"(1, 2)",4,"(0, 2)",--,-0.262,-0.389,-0.287,-0.266,-0.288,-0.287,-0.219,-0.283,-0.281,--,37,25,17,19,13,10,15,25,11,--,Epsilon = 0.32,-0.2
Episode,238,step,23,state,"(0, 2)",6,"(1, 2)",--,-0.351,-0.479,-0.312,-0.660,-0.533,-0.415,0.001,-0.328,-0.538,--,21,36,51,19,57,17,30,18,27,--,Greedy,-0.2
Episode,238,step,24,state,"(1, 2)",4,"(2, 2)",--,-0.262,-0.389,-0.287,-0.266,-0.251,-0.287,-0.219,-0.283,-0.281,--,37,25,17,19,14,10,15,25,11,--,Epsilon = 0.32,-0.2
Episode,238,step,26,state,"(2, 2)",4,"(1, 18)",--,-0.358,-0.314,-0.316,-0.347,0.339,-0.441,-0.509,-0.296,-0.314,--,26,17,28,24,18,34,24,61,12,--,Greedy,-0.2
Episode,238,step,27,state,"(1, 18)",7,"(2, 22)",--,-0.089,-0.134,-0.120,-0.045,-0.093,-0.088,-0.089,-0.037,-0.107,--,1,2,3,2,1,1,1,4,1,--,Greedy,-0.2
Episode,238,step,28,state,"(2, 22)",8,"(2, 20)",--,-0.335,-0.319,-0.295,-0.273,-0.272,-0.262,-0.291,-0.562,-0.259,--,14,6,5,12,11,5,11,5,3,--,Greedy,0.8
Episode,238,step,29,state,"(2, 20)",7,"(2, 40)",--,0.318,-0.194,0.353,0.319,0.313,0.494,0.356,0.563,0.333,--,144,58,166,146,138,154,179,247,259,--,Greedy,-0.8
Episode,238,step,31,state,"(2, 40)",4,"(2, 0)",--,-0.323,-0.177,-0.318,-0.173,0.023,-0.553,-0.244,-0.509,-0.315,--,6,8,3,14,18,17,7,6,5,--,Epsilon = 0.32,0.8
Episode,238,step,32,state,"(2, 0)",5,"(2, 0)",--,0.150,0.185,0.143,0.085,0.188,0.202,0.187,0.112,0.187,--,567,474,612,668,568,477,343,306,319,--,Greedy,-1
end
