 , , ,log2019-04-26_17-26-45,ep ,270,step ,62,r ,4.940
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,270,step,1,state,"(0, 0)",6,"(0, 0)",--,0.209,0.059,0.218,0.146,0.214,0.238,0.211,0.219,0.183,--,293,276,290,367,466,522,482,645,543,--,Epsilon = 0.32,0
Episode,270,step,2,state,"(0, 0)",7,"(1, 0)",--,0.209,0.059,0.218,0.146,0.214,0.238,0.211,0.219,0.183,--,293,276,290,367,466,522,483,645,543,--,Epsilon = 0.32,0.1
Episode,270,step,4,state,"(1, 0)",5,"(2, 0)",--,0.228,0.232,0.196,0.230,0.154,0.226,0.186,0.212,0.238,--,405,499,495,616,645,649,614,593,680,--,Epsilon = 0.32,0.1
Episode,270,step,5,state,"(2, 0)",0,"(1, 0)",--,0.226,0.191,0.134,0.164,-0.098,0.147,0.073,0.214,0.184,--,622,537,667,782,677,512,371,340,366,--,Greedy,0.1
Episode,270,step,7,state,"(1, 0)",8,"(2, 0)",--,0.228,0.232,0.196,0.230,0.154,0.228,0.186,0.212,0.238,--,405,499,495,616,645,650,614,593,681,--,Greedy,0.1
Episode,270,step,9,state,"(2, 0)",0,"(0, 0)",--,0.232,0.191,0.134,0.164,-0.098,0.147,0.073,0.214,0.184,--,624,537,667,782,677,512,371,340,366,--,Greedy,0.1
Episode,270,step,11,state,"(0, 0)",5,"(1, 0)",--,0.209,0.059,0.218,0.146,0.214,0.238,0.223,0.227,0.183,--,293,276,290,367,466,522,484,646,543,--,Greedy,0.1
Episode,270,step,12,state,"(1, 0)",8,"(2, 0)",--,0.228,0.232,0.196,0.230,0.154,0.228,0.186,0.212,0.236,--,405,499,495,616,645,650,614,593,682,--,Greedy,0.1
Episode,270,step,16,state,"(2, 0)",3,"(1, 0)",--,0.235,0.210,0.134,0.164,-0.098,0.147,0.142,0.214,0.184,--,626,538,667,782,677,512,372,340,366,--,Epsilon = 0.32,0.1
Episode,270,step,18,state,"(1, 0)",8,"(2, 0)",--,0.228,0.232,0.196,0.230,0.154,0.228,0.186,0.212,0.237,--,405,499,495,616,645,650,614,593,684,--,Greedy,0.1
Episode,270,step,20,state,"(2, 0)",0,"(1, 0)",--,0.236,0.210,0.134,0.194,-0.098,0.147,0.142,0.214,0.184,--,627,538,667,783,677,512,372,340,366,--,Greedy,0.1
Episode,270,step,22,state,"(1, 0)",8,"(2, 0)",--,0.228,0.232,0.196,0.230,0.154,0.228,0.186,0.212,0.237,--,405,499,495,616,645,650,614,593,686,--,Greedy,0.1
Episode,270,step,24,state,"(2, 0)",0,"(1, 0)",--,0.236,0.210,0.134,0.194,-0.098,0.185,0.142,0.214,0.184,--,628,538,667,783,677,513,372,340,366,--,Epsilon = 0.32,0.1
